season,daynum,wteam,wscore,lteam,lscore,wloc,numot
B,32,708,82,731,61,H,NA
B,32,732,91,519,87,H,NA
B,32,752,78,711,71,N,NA
B,32,758,79,660,72,H,NA
B,32,768,57,608,54,H,NA
B,32,786,85,657,65,N,NA
B,32,800,85,795,52,A,NA
B,32,802,55,587,51,N,NA
B,32,815,55,512,53,N,NA
B,32,817,55,668,43,H,NA
B,32,835,73,797,56,H,NA
B,32,839,69,568,45,H,NA
B,33,504,93,696,50,H,NA
B,33,506,82,634,71,A,NA
B,33,508,87,514,84,H,NA
B,33,512,86,657,73,N,NA
B,33,515,77,755,63,H,NA
B,33,516,85,633,83,A,NA
B,33,520,96,800,81,H,NA
B,33,521,73,643,68,H,NA
B,33,526,65,730,52,H,NA
B,33,528,68,583,66,N,NA
B,33,529,86,738,83,A,NA
B,33,530,90,548,68,H,NA
B,33,534,78,704,77,H,NA
B,33,538,89,712,73,N,NA
B,33,539,97,804,60,H,NA
B,33,549,105,746,65,H,NA
B,33,550,78,847,71,A,NA
B,33,551,47,676,45,N,NA
B,33,556,63,831,56,N,NA
B,33,557,83,533,70,H,NA
B,33,561,69,644,68,A,NA
B,33,567,82,838,79,N,NA
B,33,569,89,593,58,H,NA
B,33,570,83,547,74,A,NA
B,33,578,71,503,55,H,NA
B,33,581,96,575,81,A,NA
B,33,589,82,537,63,H,NA
B,33,596,64,616,50,H,NA
B,33,597,84,645,44,H,NA
B,33,603,68,573,41,H,NA
B,33,612,67,700,58,H,NA
B,33,617,69,820,49,H,NA
B,33,624,87,580,64,H,NA
B,33,627,85,509,72,H,NA
B,33,632,92,761,53,H,NA
B,33,635,75,675,72,A,NA
B,33,637,85,683,66,H,NA
B,33,640,92,554,65,N,NA
B,33,651,70,623,60,N,NA
B,33,652,77,565,74,H,NA
B,33,654,74,639,59,H,NA
B,33,655,74,693,62,H,NA
B,33,662,93,799,76,H,NA
B,33,670,80,552,74,A,NA
B,33,673,64,562,63,N,NA
B,33,678,87,620,71,H,NA
B,33,680,69,566,45,H,NA
B,33,686,89,641,87,H,NA
B,33,692,78,502,59,A,NA
B,33,695,67,666,46,A,NA
B,33,698,75,726,67,H,NA
B,33,699,101,842,91,H,NA
B,33,701,84,511,77,H,NA
B,33,702,54,824,50,H,NA
B,33,703,66,672,54,H,NA
B,33,713,87,751,68,H,NA
B,33,721,88,560,64,H,NA
B,33,723,65,546,64,H,NA
B,33,724,93,765,79,H,NA
B,33,725,67,844,58,A,NA
B,33,727,80,536,58,A,NA
B,33,729,70,653,55,H,NA
B,33,737,74,558,61,H,NA
B,33,741,115,588,66,H,NA
B,33,749,98,690,70,H,NA
B,33,752,63,762,57,A,NA
B,33,754,80,582,55,H,NA
B,33,766,86,744,81,A,NA
B,33,775,65,541,53,A,NA
B,33,776,73,531,55,H,NA
B,33,777,72,855,56,A,NA
B,33,778,77,615,54,H,NA
B,33,782,66,594,60,H,NA
B,33,786,73,815,56,N,NA
B,33,788,89,681,76,N,NA
B,33,792,72,715,60,A,NA
B,33,795,74,553,58,H,NA
B,33,796,84,599,75,A,NA
B,33,798,80,545,66,H,NA
B,33,812,59,772,55,H,NA
B,33,818,77,647,70,H,NA
B,33,819,64,803,62,H,NA
B,33,821,74,564,67,A,NA
B,33,828,74,659,65,A,NA
B,33,829,62,535,54,N,NA
B,33,830,106,602,93,A,NA
B,33,840,83,733,70,H,NA
B,33,841,75,607,62,A,NA
B,33,843,83,719,68,H,NA
B,33,845,68,784,56,H,NA
B,33,846,62,767,44,H,NA
B,33,849,68,816,35,H,NA
B,33,853,92,669,71,H,NA
B,34,570,88,592,78,N,NA
B,34,574,63,519,49,H,NA
B,34,587,62,797,58,A,NA
B,34,613,83,732,64,H,NA
B,34,623,92,831,68,N,NA
B,34,629,82,665,62,H,NA
B,34,636,79,753,72,H,NA
B,34,642,64,531,59,H,NA
B,34,651,92,556,82,N,NA
B,34,658,73,610,61,H,NA
B,34,673,75,551,65,N,NA
B,34,676,73,562,71,N,NA
B,34,720,94,811,88,H,NA
B,34,756,76,758,65,H,NA
B,34,781,94,757,86,H,NA
B,34,782,62,567,60,H,NA
B,34,788,86,518,66,N,NA
B,34,790,70,605,53,H,NA
B,34,794,61,622,54,H,NA
B,34,805,76,608,65,H,NA
B,34,829,85,801,70,N,NA
B,34,838,84,594,71,H,NA
B,34,839,80,743,55,A,NA
B,35,504,95,514,44,H,NA
B,35,512,85,751,81,H,NA
B,35,546,75,510,63,H,NA
B,35,559,66,795,49,H,NA
B,35,568,59,674,56,H,NA
B,35,577,103,644,51,H,NA
B,35,583,83,540,60,A,NA
B,35,595,93,590,56,H,NA
B,35,599,71,509,51,A,NA
B,35,603,55,764,51,H,NA
B,35,621,75,526,70,H,NA
B,35,625,76,717,75,A,NA
B,35,661,68,634,54,A,NA
B,35,662,94,548,44,H,NA
B,35,666,65,632,58,H,NA
B,35,670,66,530,64,H,NA
B,35,672,85,687,72,H,NA
B,35,678,64,816,63,H,NA
B,35,690,55,836,52,H,NA
B,35,708,106,523,62,H,NA
B,35,714,61,724,55,H,NA
B,35,716,83,543,77,A,NA
B,35,722,81,693,67,H,NA
B,35,723,95,791,85,H,NA
B,35,740,81,825,77,H,NA
B,35,767,64,711,59,H,NA
B,35,769,64,850,41,H,NA
B,35,796,94,513,83,H,NA
B,35,802,79,571,50,H,NA
B,35,818,97,652,78,H,NA
B,35,834,79,579,78,A,NA
B,35,841,91,807,53,H,NA
B,35,853,95,593,64,H,NA
B,36,521,79,677,71,H,NA
B,36,534,53,541,50,H,NA
B,36,539,89,623,88,H,NA
B,36,557,86,699,64,H,NA
B,36,564,80,680,73,A,NA
B,36,576,77,679,66,H,NA
B,36,587,64,745,50,H,NA
B,36,589,86,838,71,A,NA
B,36,594,90,596,82,A,NA
B,36,602,107,682,98,H,NA
B,36,606,62,604,61,H,NA
B,36,611,77,776,53,H,NA
B,36,628,79,575,59,A,NA
B,36,640,101,738,87,N,NA
B,36,647,68,726,56,H,NA
B,36,671,83,552,78,H,NA
B,36,686,82,619,62,A,NA
B,36,692,89,700,81,H,NA
B,36,695,57,848,28,H,NA
B,36,696,52,844,49,A,NA
B,36,698,79,820,76,H,NA
B,36,713,81,664,75,H,NA
B,36,720,71,639,55,H,NA
B,36,728,80,799,74,H,NA
B,36,729,73,547,63,A,NA
B,36,736,75,642,54,A,NA
B,36,752,53,655,50,A,NA
B,36,754,82,715,70,A,NA
B,36,756,70,730,64,A,NA
B,36,772,55,768,36,H,NA
B,36,775,58,742,53,H,NA
B,36,777,65,855,58,H,NA
B,36,778,61,668,57,A,NA
B,36,779,71,852,57,H,NA
B,36,800,77,506,59,A,NA
B,36,810,95,565,73,H,NA
B,36,839,74,675,43,N,NA
B,36,840,68,620,52,H,NA
B,36,846,74,637,59,A,NA
B,37,527,73,746,64,H,NA
B,37,533,81,570,57,H,NA
B,37,544,68,782,58,H,NA
B,37,551,82,598,55,H,NA
B,37,567,83,616,55,A,NA
B,37,582,80,807,53,H,NA
B,37,583,64,634,49,H,NA
B,37,603,58,663,53,N,NA
B,37,612,77,517,64,A,NA
B,37,617,79,802,77,H,NA
B,37,624,75,573,50,N,NA
B,37,626,74,579,68,A,NA
B,37,627,91,610,72,H,NA
B,37,636,72,549,65,N,NA
B,37,653,85,509,59,H,NA
B,37,654,107,548,82,A,NA
B,37,662,67,813,31,H,NA
B,37,669,92,569,72,H,NA
B,37,676,81,516,47,H,NA
B,37,690,81,529,73,A,NA
B,37,721,83,571,56,H,NA
B,37,722,77,685,74,H,NA
B,37,725,85,733,66,A,NA
B,37,731,56,559,49,H,NA
B,37,741,86,531,49,H,NA
B,37,749,67,780,38,A,NA
B,37,771,76,590,68,H,NA
B,37,792,73,790,62,A,NA
B,37,793,82,592,64,A,NA
B,37,796,77,701,68,H,NA
B,37,801,91,734,62,H,NA
B,37,821,60,774,40,H,NA
B,37,824,79,702,73,H,NA
B,37,827,66,805,62,H,NA
B,37,829,75,737,64,H,NA
B,37,830,75,847,64,A,NA
B,37,834,70,845,58,H,NA
B,37,835,89,578,82,H,NA
B,37,842,97,536,80,H,NA
B,37,843,101,786,79,A,NA
B,37,849,64,789,57,A,NA
B,37,854,82,644,72,H,NA
B,38,504,70,673,67,H,NA
B,38,510,82,815,56,H,NA
B,38,518,75,513,63,H,NA
B,38,520,64,836,52,H,NA
B,38,556,81,819,52,H,NA
B,38,577,72,595,66,H,NA
B,38,620,74,621,72,A,NA
B,38,629,57,797,36,H,NA
B,38,645,55,575,51,H,NA
B,38,650,77,716,56,A,NA
B,38,670,75,574,59,H,NA
B,38,671,90,622,60,H,NA
B,38,687,107,508,86,H,NA
B,38,692,68,832,62,A,NA
B,38,711,84,794,78,H,NA
B,38,723,67,840,57,H,NA
B,38,727,63,753,57,A,NA
B,38,740,67,743,62,H,NA
B,38,745,78,704,76,H,NA
B,38,757,65,503,58,H,NA
B,38,766,72,765,64,H,NA
B,38,767,72,568,55,A,NA
B,38,831,83,586,41,H,NA
B,38,853,81,652,65,A,NA
B,39,521,67,812,63,H,NA
B,39,528,81,799,63,A,NA
B,39,529,87,555,75,N,NA
B,39,544,61,813,52,A,NA
B,39,557,89,566,45,H,NA
B,39,570,74,712,55,H,NA
B,39,576,80,700,55,A,NA
B,39,607,87,820,61,H,NA
B,39,613,80,506,54,H,NA
B,39,623,84,558,59,H,NA
B,39,628,93,608,73,H,NA
B,39,629,64,766,54,H,NA
B,39,641,62,772,50,N,NA
B,39,642,76,659,63,A,NA
B,39,647,76,667,45,N,NA
B,39,657,81,615,73,H,NA
B,39,660,104,734,49,H,NA
B,39,678,99,682,81,H,NA
B,39,680,77,509,68,H,NA
B,39,698,88,560,72,H,NA
B,39,703,72,755,68,A,NA
B,39,708,99,818,84,H,NA
B,39,724,59,774,58,H,NA
B,39,736,59,742,54,N,NA
B,39,738,69,561,55,H,NA
B,39,758,64,589,60,H,NA
B,39,764,80,596,65,H,NA
B,39,769,75,546,60,A,NA
B,39,781,92,664,64,A,NA
B,39,791,79,537,76,N,NA
B,39,797,83,765,68,A,NA
B,39,800,106,685,90,A,NA
B,39,804,67,669,63,H,NA
B,39,854,61,545,55,N,NA
B,40,504,80,594,65,A,NA
B,40,509,72,774,68,N,NA
B,40,511,69,821,61,N,NA
B,40,512,68,722,67,H,NA
B,40,513,94,751,64,H,NA
B,40,515,80,676,76,A,NA
B,40,518,66,605,48,H,NA
B,40,520,71,535,67,A,NA
B,40,521,94,804,63,H,NA
B,40,533,75,777,55,H,NA
B,40,534,69,775,67,H,NA
B,40,537,84,558,80,N,NA
B,40,538,74,502,62,H,NA
B,40,543,78,795,75,H,NA
B,40,545,53,659,51,A,NA
B,40,551,62,830,52,A,NA
B,40,554,68,550,63,H,NA
B,40,557,72,607,61,H,NA
B,40,559,61,527,54,H,NA
B,40,560,69,555,59,A,NA
B,40,561,67,667,39,N,NA
B,40,562,62,714,46,H,NA
B,40,564,75,652,70,A,NA
B,40,569,83,571,55,H,NA
B,40,580,66,519,62,H,NA
B,40,581,84,632,69,A,NA
B,40,588,74,626,71,H,NA
B,40,592,95,578,85,A,NA
B,40,602,85,556,81,H,NA
B,40,604,85,510,67,H,NA
B,40,611,77,828,64,H,NA
B,40,616,69,612,60,A,NA
B,40,622,77,548,66,H,NA
B,40,623,86,791,73,H,NA
B,40,624,81,719,69,H,NA
B,40,628,65,641,60,H,NA
B,40,636,96,810,83,A,NA
B,40,637,73,530,61,A,NA
B,40,640,99,625,65,H,NA
B,40,643,64,705,59,A,NA
B,40,645,84,619,70,H,NA
B,40,651,93,655,87,N,NA
B,40,654,105,745,86,H,NA
B,40,661,81,740,76,A,NA
B,40,663,90,852,72,H,NA
B,40,664,79,506,64,H,NA
B,40,668,67,786,63,H,NA
B,40,669,65,812,49,N,NA
B,40,672,91,773,67,A,NA
B,40,674,93,617,71,H,NA
B,40,677,74,780,53,A,NA
B,40,678,105,800,81,H,NA
B,40,679,66,782,54,H,NA
B,40,683,80,776,69,H,NA
B,40,685,68,682,64,H,NA
B,40,686,74,653,60,A,NA
B,40,698,73,529,68,H,NA
B,40,699,76,681,73,A,NA
B,40,701,86,702,72,A,NA
B,40,704,68,541,59,A,NA
B,40,708,86,769,75,H,NA
B,40,713,91,819,57,H,NA
B,40,715,58,573,56,A,NA
B,40,720,97,648,73,H,NA
B,40,721,83,762,52,H,NA
B,40,723,57,610,46,A,NA
B,40,724,78,680,69,A,NA
B,40,725,87,597,75,H,NA
B,40,727,54,730,52,A,NA
B,40,728,100,644,58,H,NA
B,40,729,42,790,41,H,NA
B,40,732,67,733,52,H,NA
B,40,736,66,660,62,A,NA
B,40,737,82,717,59,H,NA
B,40,738,86,647,71,H,NA
B,40,742,82,734,53,N,NA
B,40,744,68,503,65,N,NA
B,40,746,75,603,68,H,NA
B,40,752,67,575,65,H,NA
B,40,755,70,589,62,H,NA
B,40,758,63,703,54,H,NA
B,40,767,74,639,68,A,NA
B,40,768,81,593,53,H,NA
B,40,771,78,633,43,H,NA
B,40,772,70,608,52,N,NA
B,40,779,67,802,64,H,NA
B,40,781,56,613,51,A,NA
B,40,783,81,658,59,H,NA
B,40,788,79,650,76,H,NA
B,40,789,76,606,58,H,NA
B,40,793,71,711,56,H,NA
B,40,794,86,761,55,H,NA
B,40,805,84,665,51,H,NA
B,40,809,69,523,57,H,NA
B,40,815,65,693,62,A,NA
B,40,817,69,807,59,A,NA
B,40,818,65,546,61,A,NA
B,40,820,68,566,54,H,NA
B,40,826,71,845,46,H,NA
B,40,827,66,666,59,A,NA
B,40,829,82,778,70,A,NA
B,40,831,63,553,45,H,NA
B,40,836,78,587,62,H,NA
B,40,838,79,627,71,H,NA
B,40,839,53,695,45,A,NA
B,40,840,73,635,68,A,NA
B,40,841,80,582,46,A,NA
B,40,842,84,526,80,H,NA
B,40,844,66,835,53,H,NA
B,40,846,72,552,70,H,NA
B,40,849,52,531,30,H,NA
B,40,850,89,692,65,H,NA
B,40,854,77,642,72,N,NA
B,41,528,58,570,56,A,NA
B,41,576,71,657,57,A,NA
B,41,599,57,675,36,H,NA
B,41,662,80,539,64,H,NA
B,41,670,62,577,61,A,NA
B,41,700,51,615,50,H,NA
B,41,712,77,799,74,A,NA
B,41,754,87,753,70,H,NA
B,41,764,53,731,51,H,NA
B,42,511,83,793,78,H,NA
B,42,527,59,827,52,H,NA
B,42,539,78,675,45,N,NA
B,42,640,90,851,62,H,NA
B,42,662,74,599,68,N,NA
B,42,762,69,650,65,A,NA
B,42,780,85,508,45,H,NA
B,42,789,67,801,49,H,NA
B,42,828,65,544,55,A,NA
B,42,831,66,815,50,H,NA
B,43,515,137,800,70,H,NA
B,43,517,75,854,72,H,NA
B,43,528,80,612,72,A,NA
B,43,530,67,535,55,H,NA
B,43,531,72,616,66,H,NA
B,43,533,74,736,62,A,NA
B,43,536,64,822,61,H,NA
B,43,556,84,852,68,A,NA
B,43,558,64,776,58,H,NA
B,43,560,91,578,57,H,NA
B,43,592,85,771,53,H,NA
B,43,597,102,663,81,A,NA
B,43,602,78,647,70,H,NA
B,43,603,87,571,51,H,NA
B,43,611,75,766,74,A,NA
B,43,625,74,573,57,A,NA
B,43,628,72,714,63,H,NA
B,43,641,75,509,59,H,NA
B,43,669,91,580,40,H,NA
B,43,678,75,716,73,A,NA
B,43,680,71,841,65,H,NA
B,43,717,68,700,47,H,NA
B,43,740,70,832,68,H,NA
B,43,741,96,737,79,A,NA
B,43,753,77,564,53,H,NA
B,43,764,65,782,54,H,NA
B,43,768,74,805,63,H,NA
B,43,786,79,534,45,A,NA
B,43,794,83,600,38,H,NA
B,43,795,81,754,77,H,NA
B,43,799,89,653,84,H,NA
B,43,820,77,621,74,H,NA
B,43,826,50,844,44,H,NA
B,43,829,89,728,62,A,NA
B,43,849,61,845,44,H,NA
B,43,853,94,648,86,H,NA
B,44,529,90,851,63,A,NA
B,44,577,85,568,58,H,NA
B,44,607,91,681,76,H,NA
B,44,623,94,548,57,H,NA
B,44,627,81,588,58,H,NA
B,44,629,74,575,50,H,NA
B,44,636,85,599,56,H,NA
B,44,651,80,569,67,H,NA
B,44,670,76,778,61,A,NA
B,44,698,76,677,64,A,NA
B,44,746,62,813,51,H,NA
B,44,756,65,755,53,H,NA
B,44,772,75,705,56,H,NA
B,44,775,89,683,54,H,NA
B,44,825,79,811,59,H,NA
B,45,513,85,514,77,A,NA
B,45,550,86,848,62,H,NA
B,45,556,76,557,69,H,NA
B,45,637,84,560,80,H,NA
B,45,662,77,606,63,H,NA
B,45,663,69,576,48,H,NA
B,45,719,80,565,73,A,NA
B,45,749,78,762,68,A,NA
B,45,788,81,528,80,H,NA
B,45,845,55,696,54,H,NA
B,46,526,65,536,58,A,NA
B,46,534,85,683,70,H,NA
B,46,581,79,723,78,N,NA
B,46,625,73,650,44,H,NA
B,46,657,60,855,57,A,NA
B,46,668,74,611,58,H,NA
B,46,701,84,702,82,H,NA
B,46,758,90,579,80,H,NA
B,46,781,72,617,65,N,NA
B,46,786,77,730,64,H,NA
B,47,504,100,833,48,H,NA
B,47,509,85,619,74,A,NA
B,47,511,111,632,83,H,NA
B,47,516,70,687,69,H,NA
B,47,520,82,805,70,N,NA
B,47,521,68,518,63,A,NA
B,47,535,61,587,50,A,NA
B,47,546,70,568,68,A,NA
B,47,551,80,545,57,H,NA
B,47,557,62,822,59,A,NA
B,47,562,59,566,42,H,NA
B,47,564,89,654,68,H,NA
B,47,567,73,700,56,H,NA
B,47,574,86,671,84,H,NA
B,47,577,87,829,79,A,NA
B,47,578,91,624,64,H,NA
B,47,579,88,650,76,H,NA
B,47,580,85,594,74,H,NA
B,47,581,68,786,65,A,NA
B,47,582,69,751,66,A,NA
B,47,583,65,811,56,H,NA
B,47,590,59,745,58,A,NA
B,47,592,57,784,47,H,NA
B,47,595,108,633,84,A,NA
B,47,600,73,667,58,H,NA
B,47,604,60,831,57,A,NA
B,47,613,86,538,84,H,NA
B,47,617,89,536,69,A,NA
B,47,623,91,560,55,H,NA
B,47,625,86,758,74,H,NA
B,47,627,89,561,67,A,NA
B,47,629,81,628,74,A,NA
B,47,635,68,681,63,H,NA
B,47,637,62,523,54,H,NA
B,47,640,80,717,56,H,NA
B,47,641,63,576,58,H,NA
B,47,648,104,704,84,A,NA
B,47,651,88,738,72,A,NA
B,47,660,55,844,39,H,NA
B,47,661,115,682,93,H,NA
B,47,664,71,643,61,A,NA
B,47,669,89,851,58,A,NA
B,47,672,83,547,73,H,NA
B,47,674,68,846,65,H,NA
B,47,680,67,607,63,A,NA
B,47,685,91,634,80,H,NA
B,47,696,76,724,72,H,NA
B,47,699,78,817,69,H,NA
B,47,703,71,772,62,H,NA
B,47,715,73,764,63,H,NA
B,47,716,58,752,46,H,NA
B,47,720,102,602,72,H,NA
B,47,721,89,543,45,H,NA
B,47,723,56,730,47,N,NA
B,47,725,88,552,65,H,NA
B,47,726,79,733,60,H,NA
B,47,736,48,679,46,A,NA
B,47,744,66,813,49,H,NA
B,47,746,57,782,55,H,NA
B,47,754,93,652,81,H,NA
B,47,756,92,732,88,A,NA
B,47,757,73,755,68,H,NA
B,47,771,66,809,47,H,NA
B,47,773,98,761,91,H,NA
B,47,776,69,544,66,H,NA
B,47,780,63,598,43,H,NA
B,47,781,58,526,57,N,NA
B,47,783,72,753,70,A,NA
B,47,788,93,796,89,H,NA
B,47,793,98,597,86,H,NA
B,47,800,90,605,79,H,NA
B,47,802,67,789,60,H,NA
