N,11,832,111,640,103,A,0
N,11,839,94,694,48,H,0
N,11,845,75,652,51,N,0
N,11,852,84,563,58,H,0
N,11,853,71,630,43,H,0
N,12,503,56,541,46,H,0
N,12,517,63,567,48,H,0
N,12,520,72,579,59,H,0
N,12,534,70,855,62,A,0
N,12,535,58,575,48,A,0
N,12,539,68,727,56,H,0
N,12,551,70,788,58,N,0
N,12,552,58,718,55,H,0
N,12,586,65,584,62,N,0
N,12,587,70,519,62,H,0
N,12,595,59,633,57,A,0
N,12,602,80,828,79,A,1
N,12,615,71,836,68,N,1
N,12,624,69,851,61,A,0
N,12,625,83,716,65,H,0
N,12,629,67,652,55,H,0
N,12,641,64,683,61,H,0
N,12,644,79,782,62,A,0
N,12,650,61,811,59,A,0
N,12,655,79,632,65,H,0
N,12,657,60,638,47,A,0
N,12,658,56,706,32,A,0
N,12,666,90,589,63,H,0
N,12,673,68,529,61,H,0
N,12,675,77,543,55,H,0
N,12,676,86,734,65,H,0
N,12,690,65,834,54,N,0
N,12,695,65,703,59,A,0
N,12,699,72,681,63,A,0
N,12,702,79,808,52,H,0
N,12,708,86,728,71,H,0
N,12,712,70,737,66,A,0
N,12,714,61,572,56,H,0
N,12,732,80,840,74,H,0
N,12,733,78,742,74,A,0
N,12,789,70,554,65,A,0
N,12,790,114,547,75,H,0
N,12,801,68,664,62,H,0
N,12,802,50,724,43,H,0
N,12,805,87,800,66,A,0
N,12,817,65,753,60,H,0
N,12,818,78,807,55,H,0
N,12,841,76,685,25,H,0
N,12,843,92,585,47,H,0
N,12,845,81,806,75,N,0
N,13,502,70,563,62,H,0
N,13,513,66,730,65,A,0
N,13,549,77,770,46,H,0
N,13,551,76,789,72,N,0
N,13,554,86,788,75,H,0
N,13,562,82,701,75,H,0
N,13,564,90,613,76,A,0
N,13,569,52,850,49,H,0
N,13,577,82,741,79,H,0
N,13,584,83,836,72,N,0
N,13,592,81,530,58,H,0
N,13,615,76,586,75,N,0
N,13,616,73,779,69,H,1
N,13,623,72,787,53,H,0
N,13,629,79,845,61,H,0
N,13,636,71,677,56,H,0
N,13,637,88,762,68,H,0
N,13,653,73,791,70,H,0
N,13,667,72,504,69,A,0
N,13,671,100,620,62,H,0
N,13,672,80,618,63,H,0
N,13,673,60,605,52,H,0
N,13,692,66,619,55,H,0
N,13,698,63,756,46,H,0
N,13,704,79,799,62,H,0
N,13,707,81,649,74,A,0
N,13,715,81,542,39,H,0
N,13,717,94,760,58,H,0
N,13,719,74,847,55,H,0
N,13,723,69,546,68,A,0
N,13,746,85,570,77,A,0
N,13,755,88,795,74,N,0
N,13,759,75,710,60,H,0
N,13,764,71,558,50,H,0
N,13,769,86,848,63,H,0
N,13,794,76,514,47,H,0
N,13,806,64,652,55,N,0
N,13,809,81,693,62,H,0
N,13,825,82,550,59,H,0
N,13,827,74,682,48,H,0
N,13,830,107,832,97,H,0
N,13,846,77,593,53,H,0
N,13,849,68,647,61,H,0
N,14,509,67,777,46,H,0
N,14,511,75,590,62,H,0
N,14,519,86,522,84,A,0
N,14,527,90,653,57,H,0
N,14,545,75,598,64,H,0
N,14,555,58,544,57,A,0
N,14,559,99,611,56,H,0
N,14,568,99,635,64,N,0
N,14,573,75,507,64,H,0
N,14,594,80,679,61,H,0
N,14,602,89,531,52,H,0
N,14,603,71,633,62,H,0
N,14,613,67,621,64,H,1
N,14,628,73,820,67,H,0
N,14,639,83,694,42,H,0
N,14,644,76,571,58,H,0
N,14,654,74,604,53,N,0
N,14,660,106,548,87,H,0
N,14,666,80,663,58,H,0
N,14,675,78,812,49,H,0
N,14,676,103,547,75,H,0
N,14,678,60,537,57,A,0
N,14,683,67,813,60,H,0
N,14,718,82,725,79,A,1
N,14,721,94,685,53,H,0
N,14,722,100,711,88,H,0
N,14,729,74,706,47,H,0
N,14,731,82,669,53,H,0
N,14,738,87,581,58,H,0
N,14,739,66,517,64,H,1
N,14,766,82,526,52,H,0
N,14,775,77,659,54,A,0
N,14,778,86,561,75,N,0
N,14,781,99,597,85,H,0
N,14,796,87,751,76,H,0
N,14,805,64,758,61,N,0
N,14,816,107,800,95,H,0
N,14,822,61,757,59,A,0
N,14,829,107,596,68,H,0
N,14,831,62,686,57,H,0
N,14,853,81,798,65,H,0
N,15,503,72,848,58,H,0
N,15,512,59,754,52,A,0
N,15,521,90,543,55,H,0
N,15,527,82,778,70,H,0
N,15,528,71,533,68,A,1
N,15,534,69,541,64,A,0
N,15,536,82,730,53,A,0
N,15,539,87,755,74,H,0
N,15,549,82,804,51,H,0
N,15,557,85,688,74,H,0
N,15,561,82,653,72,N,0
N,15,576,66,728,64,H,0
N,15,580,69,837,44,H,0
N,15,589,70,750,54,H,0
N,15,590,65,758,61,N,0
N,15,595,65,641,61,A,0
N,15,604,61,581,60,N,0
N,15,607,80,620,46,H,0
N,15,617,110,508,57,H,0
N,15,625,60,631,57,H,0
N,15,635,62,685,54,N,0
N,15,636,85,591,45,H,0
N,15,642,80,785,71,H,0
N,15,643,78,811,68,A,0
N,15,649,85,601,84,H,0
N,15,650,80,608,74,A,1
N,15,662,73,855,49,H,0
N,15,674,89,768,71,H,0
N,15,681,85,556,82,A,1
N,15,690,86,626,79,H,0
N,15,692,75,776,63,H,0
N,15,708,77,640,58,H,0
N,15,721,82,568,78,H,0
N,15,733,81,732,76,H,0
N,15,737,100,567,82,H,0
N,15,738,78,654,46,H,0
N,15,745,86,570,75,H,0
N,15,753,65,699,51,H,0
N,15,759,66,553,65,H,0
N,15,772,74,506,61,H,0
N,15,783,103,565,85,H,0
N,15,784,64,523,58,H,1
N,15,786,76,743,71,H,0
N,15,790,91,797,64,H,0
N,15,792,83,646,72,A,0
N,15,793,76,801,51,H,0
N,15,794,55,765,48,H,0
N,15,805,72,511,71,A,0
N,15,808,61,566,49,H,0
N,15,814,84,645,56,H,0
N,15,817,73,803,48,H,0
N,15,818,73,702,60,H,0
N,15,821,79,844,60,H,0
N,15,824,96,600,79,H,0
N,15,826,69,809,52,H,0
N,15,828,89,854,58,H,0
N,15,836,71,574,58,H,0
N,15,840,78,552,63,H,0
N,15,841,55,588,33,H,0
N,15,849,88,584,58,H,0
N,16,504,89,593,48,H,0
N,16,507,76,532,67,A,0
N,16,509,65,619,63,A,0
N,16,510,87,546,84,H,2
N,16,516,55,687,47,H,0
N,16,531,62,616,57,A,0
N,16,535,64,520,55,H,0
N,16,551,93,850,40,H,0
N,16,569,62,571,42,H,0
N,16,575,86,682,70,H,0
N,16,582,74,807,69,A,0
N,16,583,86,540,65,H,0
N,16,599,71,524,57,H,0
N,16,612,80,700,69,A,0
N,16,622,84,714,77,H,0
N,16,639,76,780,74,A,1
N,16,657,58,736,55,A,1
N,16,658,61,683,60,H,0
N,16,667,78,518,74,A,0
N,16,671,70,630,59,A,0
N,16,677,66,846,63,A,0
N,16,698,62,788,50,A,0
N,16,705,79,703,62,H,0
N,16,715,66,787,48,H,0
N,16,825,72,748,56,H,0
N,16,829,77,704,62,H,0
N,16,830,77,771,75,H,0
N,16,838,59,782,44,H,0
N,16,839,120,816,88,H,0
N,16,847,74,707,58,H,0
N,16,852,80,734,75,H,0
N,17,515,68,806,59,H,0
N,17,536,74,710,41,H,0
N,17,539,85,803,58,H,0
N,17,543,81,800,77,N,0
N,17,548,84,537,74,H,0
N,17,554,93,545,83,N,0
N,17,562,82,514,50,H,0
N,17,577,83,749,58,N,0
N,17,578,83,777,72,A,0
N,17,591,66,694,58,H,0
N,17,592,64,774,50,H,0
N,17,595,79,784,77,H,0
N,17,610,50,602,44,H,0
N,17,623,69,827,63,A,0
N,17,628,70,550,48,A,0
N,17,646,70,761,58,H,0
N,17,648,78,517,68,H,0
N,17,655,77,508,45,H,0
N,17,664,82,812,63,A,0
N,17,666,83,547,71,N,0
N,17,670,55,810,52,N,0
N,17,680,82,685,65,H,0
N,17,701,96,608,50,H,0
N,17,711,76,751,71,A,0
N,17,720,70,571,42,H,0
N,17,722,91,802,73,H,0
N,17,729,89,611,64,H,0
N,17,737,111,750,87,H,0
N,17,741,85,679,62,A,0
N,17,742,81,538,76,N,0
N,17,744,69,644,68,A,0
N,17,764,63,818,61,N,0
N,17,817,87,713,71,H,0
N,17,831,74,589,57,N,0
N,17,840,74,594,51,H,0
N,17,843,86,649,54,H,0
N,17,853,75,676,71,N,0
N,18,536,83,742,52,H,0
N,18,538,76,710,42,N,0
N,18,558,70,532,54,H,0
N,18,559,89,641,81,N,0
N,18,563,67,565,65,H,0
N,18,568,97,848,70,H,0
N,18,570,85,775,81,N,0
N,18,577,71,670,56,N,0
N,18,604,55,735,47,H,0
N,18,624,77,506,71,N,0
N,18,635,82,638,69,H,0
N,18,662,89,828,74,H,1
N,18,666,84,764,70,N,0
N,18,668,70,772,60,N,0
N,18,676,87,589,59,N,0
N,18,683,72,661,67,N,0
N,18,702,90,730,66,H,0
N,18,708,84,757,67,A,0
N,18,716,69,543,66,N,0
N,18,717,65,652,54,A,0
N,18,725,84,807,77,A,0
N,18,731,86,503,67,H,0
N,18,732,77,854,58,H,0
N,18,746,69,745,55,H,0
N,18,753,73,826,66,N,0
N,18,767,79,618,60,H,0
N,18,786,86,718,66,H,0
N,18,789,71,642,55,A,0
N,18,790,76,672,66,A,0
N,18,791,75,690,73,H,0
N,18,794,96,632,78,H,0
N,18,800,92,508,79,N,0
N,18,810,77,749,60,N,0
N,18,813,76,739,71,N,0
N,18,818,73,547,46,N,0
N,18,821,83,674,72,N,0
N,18,830,68,740,66,H,0
N,18,841,76,566,55,H,0
N,18,849,60,627,58,N,1
N,18,853,63,831,62,N,1
N,19,507,68,544,67,H,0
N,19,509,75,633,67,A,0
N,19,513,78,650,69,H,0
N,19,518,83,599,71,H,0
N,19,520,67,584,55,H,0
N,19,521,85,773,43,H,0
N,19,526,92,621,84,H,2
N,19,528,67,782,62,H,0
N,19,532,59,739,50,N,0
N,19,536,76,538,64,H,0
N,19,537,70,851,68,H,1
N,19,540,94,814,57,H,0
N,19,541,76,648,63,H,0
N,19,542,73,815,60,H,0
N,19,549,74,834,46,H,0
N,19,551,71,546,70,A,0
N,19,555,65,567,60,A,0
N,19,556,70,612,57,H,0
N,19,562,87,724,65,H,0
N,19,573,67,622,63,A,0
N,19,574,62,581,47,H,0
N,19,582,73,819,70,H,0
N,19,587,64,534,49,H,0
N,19,590,77,677,59,H,0
N,19,595,82,553,70,H,0
N,19,602,77,583,71,A,0
N,19,603,81,576,53,H,0
N,19,606,82,667,76,A,1
N,19,611,91,776,82,H,2
N,19,620,78,689,69,H,0
N,19,624,107,618,70,N,0
N,19,627,75,826,55,N,0
N,19,630,81,579,77,H,1
N,19,634,80,605,73,A,2
N,19,637,69,552,59,A,0
N,19,640,71,571,42,H,0
N,19,643,61,572,48,H,0
N,19,647,73,842,69,H,1
N,19,649,61,665,49,A,0
N,19,651,79,682,41,H,0
N,19,654,54,836,51,A,0
N,19,658,81,596,67,A,0
N,19,659,72,745,55,N,0
N,19,660,100,845,80,H,0
N,19,673,72,557,71,A,0
N,19,675,84,588,58,H,0
N,19,678,62,515,57,H,0
N,19,687,89,835,61,H,0
N,19,692,102,847,99,A,3
N,19,695,69,614,56,H,0
N,19,698,67,514,53,H,0
N,19,699,79,726,71,H,0
N,19,704,95,510,80,H,0
N,19,712,61,616,49,H,0
N,19,715,73,531,64,A,0
N,19,719,79,519,68,A,0
N,19,721,80,601,76,H,0
N,19,728,83,679,62,H,0
N,19,737,83,657,62,H,0
N,19,738,66,560,46,H,0
N,19,741,92,825,86,H,0
N,19,742,68,710,46,N,0
N,19,754,80,597,56,H,0
N,19,759,54,703,44,H,0
N,19,766,74,561,56,H,0
N,19,767,56,506,51,H,0
N,19,768,93,593,64,N,0
N,19,769,75,760,53,H,0
N,19,772,76,641,72,N,1
N,19,777,69,533,59,H,1
N,19,778,79,619,44,H,0
N,19,780,53,527,50,H,0
N,19,788,68,664,64,H,0
N,19,792,69,774,68,H,0
N,19,796,98,580,84,H,0
N,19,797,82,585,65,H,0
N,19,799,82,610,73,H,0
N,19,801,72,705,70,H,0
N,19,805,77,723,62,A,0
N,19,808,59,713,52,H,0
N,19,809,72,701,71,A,0
N,19,813,66,558,52,A,0
N,19,817,71,693,58,H,0
N,19,821,66,683,37,N,0
N,19,823,71,811,41,H,0
N,19,838,65,785,62,A,0
N,19,844,72,661,66,N,0
N,19,850,75,803,70,N,0
N,20,506,77,618,68,N,0
N,20,512,61,730,40,H,0
N,20,559,76,668,63,N,0
N,20,569,78,523,38,H,0
N,20,570,88,659,83,N,1
N,20,575,75,748,65,H,0
N,20,577,78,680,58,H,0
N,20,578,85,598,65,H,0
N,20,589,61,547,42,N,0
N,20,593,79,682,74,N,0
N,20,623,78,632,64,H,0
N,20,624,84,767,73,A,0
N,20,628,66,718,57,H,0
N,20,639,83,816,64,H,0
N,20,651,81,768,54,H,0
N,20,655,91,716,60,H,0
N,20,674,82,661,78,N,0
N,20,676,83,818,72,N,0
N,20,711,80,626,69,A,0
N,20,714,74,804,67,H,0
N,20,722,91,608,60,H,0
N,20,729,70,700,50,H,0
N,20,732,75,806,72,A,0
N,20,733,76,564,75,H,0
N,20,736,55,517,43,A,0
N,20,744,84,642,77,A,0
N,20,764,77,831,73,N,0
N,20,775,64,746,63,A,1
N,20,802,66,787,43,H,0
N,20,844,71,683,54,N,0
N,20,849,64,753,49,N,0
N,20,850,74,502,61,A,0
N,20,853,63,666,58,N,0
N,21,511,86,685,52,N,0
N,21,521,76,633,68,H,0
N,21,526,74,681,61,H,0
N,21,539,82,693,47,H,0
N,21,549,82,553,56,H,0
N,21,554,94,747,72,A,0
N,21,559,76,849,57,N,0
N,21,561,78,654,53,N,0
N,21,568,76,590,60,H,0
N,21,582,69,620,59,H,0
N,21,586,78,792,65,A,0
N,21,594,50,798,46,H,0
N,21,595,67,834,55,H,0
N,21,604,54,758,48,H,0
N,21,613,60,629,59,H,0
N,21,634,75,663,74,A,0
N,21,636,73,840,54,N,0
N,21,640,91,649,57,H,0
N,21,641,75,826,70,N,1
N,21,644,61,777,56,H,0
N,21,653,64,635,54,N,0
N,21,668,80,753,45,N,0
N,21,669,55,851,37,A,0
N,21,677,73,530,61,N,0
N,21,701,85,565,74,H,0
N,21,717,88,625,50,N,0
N,21,720,61,529,57,H,0
N,21,725,92,504,69,N,0
N,21,735,47,756,46,H,0
N,21,743,69,591,58,A,0
N,21,752,57,646,50,H,0
N,21,755,73,757,72,H,0
N,21,772,64,627,63,N,0
N,21,778,73,581,61,H,0
N,21,786,89,592,83,N,0
N,21,793,68,779,50,N,0
N,21,799,61,706,48,H,0
N,21,817,80,824,67,A,0
N,21,827,65,672,57,H,0
N,21,832,97,540,92,A,0
N,21,838,72,652,51,H,0
N,21,839,62,837,31,H,0
N,21,846,65,543,44,H,0
N,21,854,53,726,52,A,0
N,22,507,66,558,49,A,0
N,22,509,56,785,53,A,0
N,22,511,69,758,66,N,0
N,22,513,71,562,69,H,0
N,22,516,76,797,67,A,0
N,22,518,61,523,46,H,0
N,22,520,82,845,69,A,0
N,22,528,83,712,75,A,0
N,22,530,58,591,54,A,0
N,22,533,83,723,82,H,2
N,22,544,76,524,51,H,0
N,22,550,84,545,80,N,0
N,22,551,81,759,49,H,0
N,22,552,77,798,56,N,0
N,22,556,73,642,59,H,0
N,22,561,67,581,54,N,0
N,22,563,72,566,62,H,0
N,22,567,68,598,63,H,0
N,22,568,78,653,48,H,0
N,22,569,71,667,53,H,0
N,22,578,79,760,69,A,0
N,22,583,93,825,90,H,1
N,22,592,86,840,84,N,0
N,22,597,79,763,58,H,0
N,22,602,72,686,60,H,0
N,22,604,98,685,57,H,0
N,22,606,74,514,47,H,0
N,22,612,69,616,59,H,0
N,22,622,68,619,54,A,0
N,22,628,75,762,41,H,0
N,22,631,67,579,60,H,0
N,22,635,81,590,64,N,0
N,22,637,83,718,64,H,0
N,22,643,61,742,53,A,0
N,22,645,86,830,82,A,0
N,22,647,88,621,82,A,2
N,22,660,85,804,68,H,0
N,22,670,83,707,49,H,0
N,22,675,76,775,71,A,0
N,22,689,89,713,82,A,0
N,22,692,76,665,51,H,0
N,22,695,74,848,48,H,0
N,22,698,71,780,57,H,0
N,22,704,65,534,61,A,0
N,22,708,98,725,69,N,0
N,22,714,81,548,70,H,0
N,22,717,81,793,80,N,0
N,22,729,85,728,73,A,0
N,22,731,74,522,60,H,0
N,22,739,73,657,66,A,0
N,22,741,94,611,72,H,0
N,22,743,85,677,74,N,0
N,22,745,74,855,72,H,0
N,22,769,85,601,70,H,0
N,22,771,59,614,46,H,0
N,22,778,73,654,54,H,0
N,22,779,80,625,54,N,0
N,22,786,89,636,81,N,1
N,22,794,84,816,65,H,0
N,22,796,74,761,63,H,0
N,22,800,68,605,63,H,0
N,22,802,92,694,52,H,0
N,22,811,79,724,75,H,1
N,22,812,60,765,58,H,0
N,22,822,75,842,49,H,0
N,22,823,82,680,75,H,0
N,22,828,78,570,63,A,0
N,22,829,71,679,48,H,0
N,22,836,65,751,62,A,0
N,22,841,67,541,41,H,0
N,22,843,76,571,42,N,0
N,22,847,73,740,53,H,0
N,22,850,74,814,69,H,0
N,23,504,58,779,48,N,0
N,23,515,79,768,77,A,0
N,23,530,80,743,66,N,0
N,23,531,80,517,73,H,0
N,23,535,57,715,53,H,0
N,23,552,66,594,58,A,0
N,23,557,78,703,60,H,0
N,23,573,71,574,62,H,0
N,23,599,70,813,64,H,0
N,23,638,54,555,50,A,0
N,23,644,76,746,71,A,0
N,23,673,88,582,67,H,0
N,23,674,78,809,46,H,0
N,23,677,73,591,68,A,0
N,23,681,82,726,79,A,1
N,23,687,67,626,61,A,0
N,23,688,71,572,66,A,1
N,23,708,102,717,87,N,0
N,23,711,84,632,82,H,0
N,23,721,77,805,67,N,0
N,23,727,67,699,59,A,0
N,23,733,79,690,58,N,0
N,23,736,73,596,61,A,0
N,23,738,71,527,64,N,0
N,23,776,70,658,68,H,0
N,23,782,69,648,59,H,0
N,23,783,76,502,57,H,0
N,23,788,62,767,44,H,0
N,23,793,70,725,57,N,0
N,23,827,83,542,62,H,0
N,23,831,76,585,67,H,0
N,23,835,79,749,70,H,0
N,23,852,97,795,96,H,0
N,24,512,84,546,56,N,0
N,24,521,72,737,56,N,0
N,24,603,58,846,50,N,0
N,24,607,83,722,71,N,0
N,24,662,80,671,62,N,0
N,24,754,59,833,58,N,0
N,24,763,61,650,46,N,0
N,24,790,78,766,64,N,0
N,24,824,75,781,62,N,0
N,24,839,75,564,69,N,0
N,25,521,87,512,78,N,0
N,25,527,83,805,77,N,0
N,25,539,73,817,55,A,0
N,25,545,68,710,60,H,1
N,25,548,79,523,64,N,0
N,25,551,79,735,58,H,0
N,25,553,69,834,60,N,1
N,25,554,82,769,80,H,1
N,25,569,60,518,59,N,1
N,25,577,95,578,72,H,0
N,25,580,83,588,47,A,0
N,25,595,58,549,47,N,0
N,25,606,79,633,76,H,0
N,25,607,81,662,59,N,0
N,25,610,77,733,71,N,1
N,25,611,50,706,38,N,0
N,25,620,101,807,47,H,0
N,25,623,69,639,63,N,1
N,25,624,75,705,65,H,0
N,25,636,85,560,53,H,0
N,25,640,74,637,72,N,0
N,25,655,64,543,58,H,0
N,25,660,73,714,43,N,0
N,25,664,72,590,68,H,0
N,25,667,71,804,68,N,0
N,25,671,94,722,79,N,0
N,25,693,67,803,60,N,0
N,25,704,71,679,48,N,0
N,25,716,77,508,65,N,0
N,25,718,75,571,70,N,0
N,25,721,87,738,82,N,1
N,25,731,80,796,67,N,0
N,25,737,67,546,62,N,0
N,25,741,77,729,72,N,0
N,25,754,75,763,56,N,0
N,25,757,71,837,58,N,0
N,25,762,81,649,77,N,0
N,25,768,71,657,59,H,0
N,25,781,79,564,54,N,0
N,25,786,73,830,70,H,0
N,25,787,73,632,63,N,0
N,25,790,90,603,78,N,0
N,25,802,67,794,56,N,0
N,25,806,76,801,62,N,0
N,25,816,79,694,64,N,0
N,25,818,70,797,43,H,0
N,25,821,71,678,58,A,0
N,25,829,64,799,47,H,0
N,25,833,76,650,62,N,0
N,25,839,82,824,79,N,0
N,25,841,63,675,52,N,0
N,25,843,87,628,68,N,0
N,25,846,72,766,70,N,0
N,25,847,74,747,63,N,0
N,26,507,73,728,63,H,0
N,26,510,79,540,66,H,0
N,26,513,67,652,59,H,0
N,26,515,86,593,61,H,0
N,26,516,54,520,53,A,0
N,26,519,77,600,66,A,0
N,26,523,68,804,61,N,0
N,26,524,73,823,66,H,0
N,26,526,62,774,59,H,0
N,26,530,82,586,69,H,0
N,26,531,53,581,51,H,0
N,26,534,83,789,73,H,0
N,26,535,75,587,59,H,0
N,26,536,85,621,65,A,0
N,26,541,68,775,66,N,0
N,26,542,58,550,53,N,0
N,26,543,64,508,51,N,0
N,26,549,67,817,65,A,0
N,26,559,88,532,58,H,0
N,26,563,79,730,72,A,1
N,26,569,89,660,75,N,0
N,26,573,75,626,70,H,0
N,26,574,62,780,57,H,0
N,26,580,69,503,57,N,0
N,26,583,63,848,60,A,0
N,26,589,82,509,73,H,0
N,26,595,80,539,77,N,0
N,26,602,74,719,65,H,0
N,26,608,72,682,71,N,0
N,26,612,66,517,54,H,0
N,26,615,65,658,61,A,0
N,26,617,84,711,51,H,0
N,26,622,77,537,67,H,0
N,26,623,48,802,44,N,0
N,26,624,53,837,33,H,0
N,26,628,65,637,63,N,0
N,26,629,77,685,59,H,0
N,26,630,76,579,74,A,0
N,26,631,76,836,68,A,0
N,26,632,69,694,49,N,0
N,26,634,95,832,67,H,0
N,26,638,64,665,49,H,0
N,26,640,54,843,43,N,0
N,26,644,73,567,60,A,0
N,26,645,80,847,74,H,2
N,26,649,69,571,65,N,0
N,26,654,58,616,53,H,0
N,26,659,63,700,61,H,0
N,26,661,68,723,64,H,0
N,26,667,88,548,77,N,0
N,26,668,79,784,65,H,0
N,26,670,66,759,64,H,1
N,26,673,90,689,76,H,0
N,26,674,78,683,70,H,0
N,26,679,55,706,47,N,0
N,26,686,78,528,69,H,0
N,26,688,105,795,93,H,0
N,26,692,73,740,71,H,1
N,26,693,72,553,60,N,0
N,26,698,54,562,52,H,0
N,26,703,61,773,57,H,0
N,26,704,103,611,63,N,0
N,26,714,67,518,61,N,0
N,26,718,81,762,63,N,0
N,26,720,59,752,22,H,0
N,26,729,78,799,54,N,0
N,26,731,57,841,43,N,0
N,26,732,63,699,61,H,0
N,26,733,81,763,67,N,0
N,26,744,85,565,72,H,0
N,26,745,70,627,62,A,0
N,26,751,84,851,65,H,0
N,26,754,76,610,47,N,0
N,26,755,65,557,63,H,0
N,26,757,57,705,38,N,0
N,26,764,75,570,70,H,0
N,26,768,72,806,60,H,0
N,26,771,55,712,37,H,0
N,26,777,66,855,65,A,0
N,26,783,76,556,62,H,0
N,26,785,62,558,60,A,0
N,26,787,97,816,64,N,0
N,26,792,108,812,70,H,0
N,26,794,77,639,71,N,0
N,26,796,77,675,73,N,0
N,26,800,100,716,63,N,0
N,26,801,66,657,56,N,0
N,26,808,54,555,44,A,0
N,26,809,66,748,64,N,0
N,26,810,89,594,54,H,0
N,26,813,61,798,56,H,0
N,26,819,88,618,74,A,0
N,26,822,97,538,57,H,0
N,26,825,67,701,55,N,0
N,26,827,72,575,57,N,0
N,26,828,64,653,62,H,0
N,26,829,78,741,65,H,0
N,26,833,71,690,67,N,0
N,26,834,62,803,60,N,0
N,26,838,83,533,79,A,0
N,26,840,72,727,54,H,0
N,26,844,84,663,67,H,0
N,26,849,67,845,46,H,0
N,26,852,62,572,54,H,0
N,26,853,60,669,53,H,0
N,27,502,75,707,52,H,0
N,27,503,85,588,41,A,0
N,27,511,74,713,57,H,0
N,27,512,88,824,58,N,0
N,27,544,82,642,78,H,0
N,27,550,55,608,41,N,0
N,27,564,92,546,84,N,1
N,27,575,68,701,62,N,0
N,27,582,78,807,64,H,0
N,27,592,86,677,65,N,0
N,27,603,75,662,48,N,0
N,27,607,83,790,74,N,0
N,27,624,87,757,59,H,0
N,27,625,72,561,57,H,0
N,27,635,73,596,53,A,0
N,27,647,82,702,77,H,0
N,27,655,92,800,57,H,0
N,27,671,65,846,57,N,0
N,27,676,92,724,83,H,0
N,27,682,71,809,65,N,0
N,27,695,79,815,52,H,0
N,27,705,67,837,61,N,0
N,27,708,116,814,48,H,0
N,27,717,93,598,61,H,0
N,27,722,77,766,68,N,0
N,27,726,62,597,54,A,0
N,27,743,78,560,67,H,0
N,27,746,68,782,47,H,0
N,27,748,72,542,67,N,0
N,27,750,63,854,57,H,0
N,27,758,71,680,68,A,0
N,27,781,81,737,75,N,0
N,27,793,77,742,56,H,0
N,27,827,71,825,66,N,0
N,27,835,68,651,54,N,0
N,27,839,87,521,74,N,0
N,28,507,57,532,47,H,0
N,28,516,56,626,54,A,0
N,28,520,54,630,52,A,0
N,28,522,91,791,63,A,0
N,28,524,74,739,58,A,0
N,28,541,70,619,46,A,0
N,28,545,62,614,52,A,0
N,28,559,79,571,49,H,0
N,28,576,55,565,47,H,0
N,28,589,78,616,66,A,0
N,28,591,60,590,55,H,0
