season,daynum,wteam,wscore,lteam,lscore,wloc,numot
F,22,742,65,617,45,H,NA
F,22,744,65,679,63,H,NA
F,22,746,72,642,65,H,NA
F,22,749,82,780,72,H,NA
F,22,754,77,702,62,H,NA
F,22,755,77,757,74,A,NA
F,22,756,58,808,55,A,NA
F,22,761,76,593,65,A,NA
F,22,764,79,551,78,A,NA
F,22,766,67,740,59,H,NA
F,22,768,73,765,51,H,NA
F,22,769,74,850,48,H,NA
F,22,772,88,508,62,H,NA
F,22,790,66,849,56,H,NA
F,22,805,97,505,62,H,NA
F,22,807,62,652,57,H,NA
F,22,811,88,664,81,H,NA
F,22,818,78,753,67,H,NA
F,22,824,73,840,61,A,NA
F,22,838,88,644,71,H,NA
F,22,843,80,509,64,H,NA
F,22,845,74,646,58,H,NA
F,22,846,76,637,66,H,NA
F,22,848,70,540,39,H,NA
F,22,851,73,690,66,A,NA
F,23,511,79,623,76,N,NA
F,23,515,107,632,78,H,NA
F,23,517,80,700,78,H,NA
F,23,520,73,631,65,H,NA
F,23,521,85,514,40,H,NA
F,23,559,83,651,71,N,NA
F,23,566,75,781,61,H,NA
F,23,569,77,662,71,N,NA
F,23,574,87,548,65,A,NA
F,23,577,95,793,69,N,NA
F,23,583,72,745,61,H,NA
F,23,597,82,695,63,N,NA
F,23,610,73,844,70,A,NA
F,23,641,79,544,73,A,NA
F,23,674,71,751,65,H,NA
F,23,676,70,741,60,N,NA
F,23,680,72,714,58,H,NA
F,23,715,56,665,33,H,NA
F,23,717,107,654,68,H,NA
F,23,727,63,758,41,H,NA
F,23,729,87,653,58,H,NA
F,23,732,72,787,70,A,NA
F,23,789,69,625,61,N,NA
F,23,796,82,734,53,H,NA
F,23,825,63,586,53,A,NA
F,23,827,84,635,70,H,NA
F,23,842,87,684,59,H,NA
F,23,853,93,580,75,H,NA
F,23,854,67,648,53,H,NA
F,24,604,82,626,64,N,NA
F,24,666,60,669,59,N,NA
F,24,720,90,595,65,N,NA
F,24,783,84,723,60,N,NA
F,24,786,92,573,84,N,NA
F,25,518,89,745,71,N,NA
F,25,528,66,739,60,N,NA
F,25,541,67,594,65,A,NA
F,25,554,69,578,66,N,NA
F,25,562,66,552,59,N,NA
F,25,572,65,502,56,A,NA
F,25,573,80,595,74,N,NA
F,25,577,63,789,61,N,NA
F,25,582,62,530,56,N,NA
F,25,599,119,619,80,H,NA
F,25,603,77,809,65,N,NA
F,25,604,65,821,60,N,NA
F,25,606,92,568,61,H,NA
F,25,613,59,761,55,H,NA
F,25,629,109,804,70,H,NA
F,25,647,76,755,74,N,NA
F,25,669,64,723,57,N,NA
F,25,671,89,561,56,H,NA
F,25,676,77,826,61,N,NA
F,25,721,84,681,76,N,NA
F,25,726,60,510,37,N,NA
F,25,737,60,677,53,A,NA
F,25,742,60,525,49,H,NA
F,25,753,87,585,66,N,NA
F,25,783,83,666,60,N,NA
F,25,786,77,720,66,N,NA
F,25,788,111,766,91,N,NA
F,25,793,70,625,58,N,NA
F,25,798,59,762,43,N,NA
F,25,803,81,732,75,H,NA
F,25,827,87,586,76,H,NA
F,25,830,64,831,48,A,NA
F,25,845,78,590,60,A,NA
F,26,503,79,718,68,A,NA
F,26,504,110,514,53,H,NA
F,26,509,82,653,76,H,NA
F,26,512,76,639,61,H,NA
F,26,515,99,812,59,H,NA
F,26,516,67,632,56,H,NA
F,26,519,79,631,76,H,NA
F,26,522,69,752,58,A,NA
F,26,523,75,593,72,A,NA
F,26,527,81,531,52,H,NA
F,26,530,72,561,69,N,NA
F,26,536,67,757,53,H,NA
F,26,537,70,622,56,H,NA
F,26,541,82,845,80,N,NA
F,26,547,74,792,64,H,NA
F,26,551,84,550,76,H,NA
F,26,552,57,677,55,A,NA
F,26,557,78,841,64,A,NA
F,26,558,56,686,44,H,NA
F,26,560,81,683,70,A,NA
F,26,562,63,737,51,N,NA
F,26,574,73,581,63,H,NA
F,26,577,91,517,48,H,NA
F,26,578,90,809,79,N,NA
F,26,588,74,534,68,A,NA
F,26,590,86,594,81,A,NA
F,26,595,86,741,71,N,NA
F,26,596,85,627,82,H,NA
F,26,598,81,553,67,A,NA
F,26,599,92,528,76,H,NA
F,26,602,72,570,65,H,NA
F,26,603,79,554,68,N,NA
F,26,605,82,505,73,A,NA
F,26,607,92,620,42,H,NA
F,26,611,69,750,58,H,NA
F,26,612,73,644,52,H,NA
F,26,614,67,600,66,H,NA
F,26,615,72,785,60,A,NA
F,26,616,78,663,65,H,NA
F,26,617,73,795,59,H,NA
F,26,624,88,548,46,H,NA
F,26,626,54,669,46,N,NA
F,26,635,71,645,69,H,NA
F,26,655,90,707,62,H,NA
F,26,657,72,800,59,A,NA
F,26,664,76,650,61,H,NA
F,26,668,92,712,86,H,NA
F,26,670,98,838,83,H,NA
F,26,671,83,582,61,H,NA
F,26,673,107,788,99,N,NA
F,26,674,88,825,84,A,NA
F,26,679,70,736,59,H,NA
F,26,684,56,506,54,A,NA
F,26,685,76,575,74,H,NA
F,26,695,89,545,51,H,NA
F,26,699,86,680,85,H,NA
F,26,700,96,567,89,A,NA
F,26,703,83,646,63,H,NA
F,26,713,89,555,76,H,NA
F,26,715,64,828,42,H,NA
F,26,717,69,549,51,N,NA
F,26,721,83,801,69,N,NA
F,26,725,84,733,66,H,NA
F,26,726,78,647,66,N,NA
F,26,729,73,640,68,A,NA
F,26,730,91,727,49,H,NA
F,26,731,71,659,69,H,NA
F,26,738,72,511,69,H,NA
F,26,739,93,619,86,N,NA
F,26,743,86,836,70,A,NA
F,26,746,78,533,48,H,NA
F,26,749,93,520,80,H,NA
F,26,755,54,510,52,N,NA
F,26,762,78,745,53,N,NA
F,26,767,92,643,70,A,NA
F,26,768,70,751,66,H,NA
F,26,769,72,747,58,H,NA
F,26,774,82,621,64,H,NA
F,26,775,79,546,78,H,NA
F,26,778,92,704,59,H,NA
F,26,780,90,583,54,H,NA
F,26,782,76,642,71,H,NA
F,26,783,71,604,58,N,NA
F,26,786,84,676,62,N,NA
F,26,796,94,811,73,A,NA
F,26,797,69,543,56,H,NA
F,26,798,95,518,90,N,NA
F,26,805,73,641,62,H,NA
F,26,808,59,564,52,H,NA
F,26,814,76,667,60,A,NA
F,26,817,70,565,69,H,NA
F,26,818,91,652,68,H,NA
F,26,821,61,666,58,N,NA
F,26,826,67,720,64,N,NA
F,26,835,90,791,66,H,NA
F,26,839,86,540,47,H,NA
F,26,840,81,702,77,H,NA
F,26,843,85,815,71,H,NA
F,26,844,67,587,64,H,NA
F,26,848,65,847,54,A,NA
F,26,849,68,690,64,H,NA
F,27,518,80,737,69,N,NA
F,27,525,74,794,54,A,NA
F,27,554,76,788,71,N,NA
F,27,585,59,761,51,N,NA
F,27,603,76,673,60,N,NA
F,27,623,86,804,67,H,NA
F,27,647,79,801,74,N,NA
F,27,677,78,745,51,H,NA
F,27,681,71,755,66,N,NA
F,27,721,78,726,60,N,NA
F,27,740,74,610,70,H,NA
F,27,753,65,613,63,A,NA
F,27,756,82,781,68,A,NA
F,27,762,72,552,71,N,NA
F,27,766,91,578,89,N,NA
F,27,779,92,556,78,A,NA
F,27,787,86,538,72,H,NA
F,27,798,61,562,57,N,NA
F,27,829,87,799,75,H,NA
F,27,846,64,819,50,H,NA
F,28,535,71,520,48,H,NA
F,28,575,82,571,44,H,NA
F,28,576,66,679,61,H,NA
F,28,579,99,834,78,H,NA
F,28,592,100,590,42,H,NA
F,28,593,87,506,85,H,NA
F,28,597,70,754,62,H,NA
F,28,629,69,714,55,A,NA
F,28,633,96,759,46,H,NA
F,28,636,92,672,66,H,NA
F,28,648,59,544,54,H,NA
F,28,650,91,705,62,A,NA
F,28,653,76,570,72,H,NA
F,28,654,76,792,73,H,NA
F,28,657,94,734,79,A,NA
F,28,661,77,574,69,H,NA
F,28,698,65,848,44,H,NA
F,28,701,81,508,65,H,NA
F,28,702,113,514,53,H,NA
F,28,704,79,777,61,H,NA
F,28,727,82,680,64,H,NA
F,28,744,85,750,63,A,NA
F,28,764,104,782,85,H,NA
F,28,784,85,545,59,A,NA
F,28,790,98,519,65,H,NA
F,28,816,91,529,76,H,NA
F,28,845,73,523,63,A,NA
F,28,852,70,572,55,H,NA
F,29,513,79,684,68,A,NA
F,29,515,88,543,57,H,NA
F,29,527,74,659,65,H,NA
F,29,546,95,668,63,H,NA
F,29,551,57,715,44,H,NA
F,29,556,94,652,79,H,NA
F,29,557,73,566,46,H,NA
F,29,559,88,531,78,H,NA
F,29,568,84,728,81,H,NA
F,29,577,78,623,77,H,NA
F,29,602,75,560,54,A,NA
F,29,604,102,553,69,H,NA
F,29,612,88,712,65,A,NA
F,29,614,61,540,43,H,NA
F,29,616,80,567,58,H,NA
F,29,627,102,776,94,H,NA
F,29,628,85,606,67,H,NA
F,29,637,69,791,67,H,NA
F,29,645,61,831,56,A,NA
F,29,655,61,617,59,A,NA
F,29,658,89,611,58,A,NA
F,29,674,76,812,62,H,NA
F,29,703,87,773,64,H,NA
F,29,713,63,502,58,A,NA
F,29,722,94,711,56,A,NA
F,29,725,66,732,60,H,NA
F,29,730,82,564,61,A,NA
F,29,742,82,765,57,H,NA
F,29,771,76,599,64,H,NA
F,29,772,54,768,43,H,NA
F,29,786,73,555,65,H,NA
F,29,793,70,820,51,H,NA
F,29,795,79,787,74,H,NA
F,29,799,74,665,62,H,NA
F,29,805,89,796,71,A,NA
F,29,814,70,586,65,A,NA
F,29,825,81,693,61,H,NA
F,29,827,70,835,66,A,NA
F,29,839,71,670,60,A,NA
F,29,840,94,733,63,H,NA
F,29,843,81,578,73,A,NA
F,29,851,92,505,82,H,NA
F,29,853,65,752,55,H,NA
F,29,855,64,836,52,H,NA
F,30,509,60,533,58,H,NA
F,30,511,101,607,87,H,NA
F,30,537,73,575,68,A,NA
F,30,548,78,654,76,H,NA
F,30,549,82,569,75,A,NA
F,30,561,91,517,81,A,NA
F,30,583,100,522,88,H,NA
F,30,587,79,600,72,H,NA
F,30,598,69,545,59,H,NA
F,30,605,67,530,54,H,NA
F,30,622,84,690,64,H,NA
F,30,626,59,625,58,H,NA
F,30,635,77,740,66,H,NA
F,30,639,56,775,53,H,NA
F,30,642,60,558,50,H,NA
F,30,666,81,797,49,H,NA
F,30,671,77,708,64,H,NA
F,30,673,76,595,71,A,NA
F,30,677,73,571,49,H,NA
F,30,685,83,762,77,H,NA
F,30,695,84,729,76,H,NA
F,30,699,75,516,64,H,NA
F,30,707,87,610,86,H,NA
F,30,731,70,777,52,A,NA
F,30,737,74,594,55,H,NA
F,30,746,66,744,53,H,NA
F,30,753,63,807,60,A,NA
F,30,758,71,756,56,A,NA
F,30,767,85,702,76,A,NA
F,30,769,71,667,57,H,NA
F,30,779,70,723,65,H,NA
F,30,780,88,539,66,H,NA
F,30,783,84,808,41,H,NA
F,30,785,67,700,60,A,NA
F,30,794,79,684,46,H,NA
F,30,798,78,574,72,H,NA
F,30,810,83,757,77,H,NA
F,30,822,59,621,55,A,NA
F,30,824,110,514,60,H,NA
F,30,830,98,738,79,H,NA
F,30,832,74,619,57,H,NA
F,30,841,74,620,57,A,NA
F,30,844,49,581,48,A,NA
F,30,845,61,826,59,H,NA
F,30,849,78,662,75,H,NA
F,30,850,67,847,63,H,NA
F,31,504,100,651,71,H,NA
F,31,526,81,733,66,A,NA
F,31,541,80,534,78,A,NA
F,31,544,81,611,65,A,NA
F,31,557,83,854,47,A,NA
F,31,559,72,617,60,H,NA
F,31,570,79,615,74,A,NA
F,31,585,74,540,57,H,NA
F,31,597,66,727,55,H,NA
F,31,636,80,624,61,H,NA
F,31,645,68,510,52,H,NA
F,31,669,66,789,58,H,NA
F,31,675,102,505,60,H,NA
F,31,679,68,750,54,A,NA
F,31,686,67,745,62,H,NA
F,31,692,92,572,78,A,NA
F,31,714,73,803,70,H,NA
F,31,718,63,855,62,H,NA
F,31,754,90,590,57,H,NA
F,31,755,80,536,70,H,NA
F,31,774,60,724,56,A,NA
F,31,776,86,739,80,H,NA
F,31,790,85,814,59,H,NA
F,31,800,86,593,61,H,NA
F,31,828,100,507,73,H,NA
F,31,838,91,588,74,H,NA
F,31,840,69,846,66,A,NA
F,31,853,86,812,68,H,NA
F,32,506,82,693,61,N,NA
F,32,557,86,544,76,A,NA
F,32,560,61,804,53,N,NA
F,32,565,89,639,85,N,NA
F,32,611,63,854,59,N,NA
F,32,616,73,658,61,H,NA
F,32,628,79,547,60,H,NA
F,32,629,94,773,62,H,NA
F,32,660,66,543,47,H,NA
F,32,678,81,711,64,H,NA
F,32,712,89,815,77,H,NA
F,32,736,65,842,60,N,NA
F,32,751,88,787,63,N,NA
F,32,768,68,518,66,A,NA
F,32,772,84,834,51,N,NA
F,32,786,81,503,51,H,NA
F,32,802,65,758,59,N,NA
F,32,831,65,589,61,N,NA
F,32,852,78,562,74,H,NA
F,33,507,82,612,78,H,NA
F,33,511,101,781,41,H,NA
F,33,512,80,536,52,H,NA
F,33,515,74,666,68,H,NA
F,33,521,54,513,51,H,NA
F,33,523,63,598,56,H,NA
F,33,526,76,732,69,A,NA
F,33,527,71,850,57,H,NA
F,33,529,92,578,77,H,NA
F,33,538,99,713,97,H,NA
F,33,541,99,654,78,H,NA
F,33,546,98,769,77,H,NA
F,33,551,87,833,52,H,NA
F,33,553,72,509,66,H,NA
F,33,559,97,700,70,H,NA
F,33,560,63,506,62,N,NA
F,33,574,91,687,64,H,NA
F,33,577,93,789,68,A,NA
F,33,579,86,516,67,A,NA
F,33,582,71,756,62,H,NA
F,33,585,74,568,69,H,NA
F,33,586,71,682,70,A,NA
F,33,587,74,535,73,H,NA
F,33,588,74,750,73,A,NA
F,33,589,71,503,53,N,NA
F,33,590,85,800,82,A,NA
F,33,592,83,573,76,H,NA
F,33,596,81,771,72,H,NA
F,33,599,85,778,75,H,NA
F,33,600,89,522,81,H,NA
F,33,603,90,705,48,H,NA
F,33,606,72,810,67,A,NA
F,33,607,86,840,74,H,NA
F,33,619,91,832,88,H,NA
F,33,621,71,652,68,H,NA
F,33,623,76,637,56,A,NA
F,33,625,85,749,63,H,NA
F,33,626,76,519,70,H,NA
F,33,627,105,533,61,H,NA
F,33,628,66,802,65,H,NA
F,33,629,69,772,67,H,NA
F,33,631,78,672,70,H,NA
F,33,633,51,634,40,A,NA
F,33,639,61,543,47,N,NA
F,33,640,93,708,76,A,NA
F,33,644,58,571,51,H,NA
F,33,648,75,739,69,H,NA
F,33,650,70,530,67,A,NA
F,33,659,78,836,71,H,NA
F,33,660,69,565,66,H,NA
F,33,661,67,569,65,A,NA
F,33,662,82,670,51,N,NA
F,33,667,69,809,68,H,NA
F,33,669,56,844,42,H,NA
F,33,671,97,622,53,H,NA
F,33,674,60,721,55,H,NA
F,33,676,78,803,57,H,NA
F,33,677,67,774,47,H,NA
F,33,678,77,751,61,H,NA
F,33,679,87,838,73,H,NA
F,33,680,68,761,59,H,NA
F,33,692,64,502,62,A,NA
F,33,693,75,804,57,N,NA
F,33,695,87,723,78,A,NA
F,33,701,75,835,57,H,NA
F,33,711,111,787,102,N,NA
F,33,714,54,632,49,H,NA
F,33,715,83,685,62,H,NA
F,33,717,77,827,74,A,NA
F,33,718,71,548,56,A,NA
F,33,719,77,704,64,N,NA
F,33,720,90,580,44,H,NA
F,33,722,77,817,69,H,NA
F,33,725,91,663,76,H,NA
F,33,729,84,728,74,H,NA
F,33,731,52,698,51,H,NA
F,33,736,49,520,47,A,NA
F,33,737,95,741,72,H,NA
F,33,738,79,510,65,H,NA
F,33,740,63,583,56,H,NA
F,33,742,60,643,53,A,NA
F,33,743,83,675,72,A,NA
F,33,744,77,642,69,H,NA
F,33,746,77,635,68,H,NA
F,33,752,64,784,57,H,NA
F,33,753,82,726,71,H,NA
F,33,754,91,566,69,H,NA
F,33,755,90,597,89,H,NA
F,33,758,83,547,81,H,NA
F,33,764,63,641,54,H,NA
F,33,766,84,552,79,H,NA
F,33,767,87,801,58,H,NA
F,33,773,94,834,76,N,NA
F,33,775,91,594,65,H,NA
F,33,777,67,686,64,A,NA
F,33,780,80,620,41,H,NA
F,33,783,86,647,63,A,NA
F,33,785,79,517,66,H,NA
F,33,786,88,831,68,H,NA
F,33,788,91,820,80,A,NA
F,33,790,79,843,78,A,NA
F,33,792,86,581,70,H,NA
F,33,793,90,795,60,H,NA
F,33,796,54,765,51,H,NA
F,33,798,84,602,75,H,NA
F,33,799,74,653,64,H,NA
F,33,807,56,539,52,H,NA
F,33,813,80,745,73,H,NA
F,33,818,65,821,60,H,NA
F,33,824,92,702,82,A,NA
F,33,825,107,794,106,H,NA
F,33,826,77,816,69,H,NA
F,33,829,80,558,64,H,NA
F,33,839,66,747,55,H,NA
F,33,847,65,550,62,H,NA
F,33,849,61,853,46,H,NA
F,33,851,84,791,74,A,NA
F,33,855,63,724,62,A,NA
F,34,556,119,819,75,H,NA
F,34,572,83,531,65,H,NA
F,34,576,82,570,70,H,NA
F,34,604,72,730,61,H,NA
F,34,624,85,537,73,A,NA
F,34,662,71,599,63,A,NA
F,34,733,61,699,56,H,NA
F,34,778,97,670,83,N,NA
F,34,815,79,782,73,A,NA
F,34,848,73,600,58,H,NA
F,34,852,77,681,62,A,NA
F,35,504,107,608,61,H,NA
F,35,516,84,803,63,H,NA
F,35,518,93,811,86,H,NA
F,35,527,77,616,48,H,NA
F,35,540,88,634,76,H,NA
F,35,560,75,593,73,A,NA
F,35,598,79,595,74,A,NA
F,35,605,64,752,50,H,NA
F,35,610,82,619,71,H,NA
F,35,622,82,575,73,H,NA
F,35,646,76,690,64,A,NA
F,35,667,80,784,76,A,NA
F,35,672,75,742,73,A,NA
F,35,673,64,684,53,H,NA
F,35,683,61,523,56,A,NA
F,35,708,67,668,45,H,NA
F,35,740,66,614,56,A,NA
F,35,747,69,571,61,A,NA
F,35,764,97,707,87,H,NA
F,35,767,90,514,50,H,NA
F,35,768,79,851,71,H,NA
F,35,775,67,704,63,A,NA
F,35,799,73,648,56,A,NA
F,35,813,99,777,76,H,NA
F,35,814,79,833,69,H,NA
F,35,826,70,522,58,H,NA
F,35,830,89,832,70,A,NA
F,35,845,72,548,55,A,NA
F,35,846,73,791,49,H,NA
F,35,854,56,555,41,H,NA
F,36,513,89,508,73,H,NA
F,36,515,97,711,77,H,NA
F,36,518,104,608,60,H,NA
F,36,530,75,805,64,H,NA
F,36,533,64,744,50,H,NA
F,36,534,64,578,59,H,NA
F,36,539,62,552,54,H,NA
F,36,551,69,848,59,H,NA
F,36,574,77,718,56,H,NA
F,36,577,102,568,60,H,NA
F,36,579,91,587,73,H,NA
F,36,596,83,658,78,A,NA
F,36,603,70,651,63,A,NA
F,36,612,76,528,60,H,NA
F,36,625,86,717,78,A,NA
F,36,628,74,714,42,H,NA
F,36,629,89,792,74,H,NA
F,36,633,79,800,71,H,NA
F,36,640,94,580,79,H,NA
F,36,644,58,502,56,A,NA
F,36,652,65,564,56,H,NA
F,36,674,60,637,46,H,NA
F,36,675,68,650,63,H,NA
F,36,687,83,835,81,H,NA
F,36,695,77,815,76,H,NA
F,36,716,71,724,59,H,NA
F,36,732,70,841,66,H,NA
F,36,762,87,749,84,H,NA
F,36,766,87,611,82,A,NA
F,36,769,74,550,71,A,NA
F,36,772,90,632,67,H,NA
F,36,779,67,746,65,A,NA
F,36,780,69,840,61,A,NA
F,36,786,105,507,75,H,NA
F,36,790,86,666,76,H,NA
F,36,794,83,643,60,H,NA
F,36,801,68,543,57,H,NA
F,36,802,61,678,55,A,NA
F,36,808,89,842,68,H,NA
F,36,818,99,565,90,H,NA
F,36,824,81,796,80,A,NA
F,36,827,70,525,65,H,NA
F,36,829,69,789,62,H,NA
F,36,853,75,755,49,H,NA
F,37,503,74,741,60,H,NA
F,37,517,62,558,51,A,NA
F,37,523,57,560,55,H,NA
F,37,526,69,621,60,A,NA
F,37,546,88,545,46,H,NA
F,37,556,105,781,61,A,NA
