season,daynum,wteam,wscore,lteam,lscore,wloc,numot
E,22,799,67,683,59,A,NA
E,22,805,82,505,53,H,NA
E,22,810,76,589,57,H,NA
E,22,812,67,752,60,A,NA
E,22,816,56,535,54,H,NA
E,22,818,92,666,65,N,NA
E,22,824,72,650,53,H,NA
E,22,827,72,522,55,H,NA
E,22,829,74,642,70,H,NA
E,22,843,72,850,54,H,NA
E,22,848,78,809,54,H,NA
E,22,849,69,845,49,A,NA
E,22,852,84,503,68,H,NA
E,23,511,76,717,60,N,NA
E,23,520,79,749,74,H,NA
E,23,521,92,693,70,H,NA
E,23,523,90,590,60,H,NA
E,23,536,92,774,64,H,NA
E,23,592,72,603,62,N,NA
E,23,606,100,608,88,N,NA
E,23,634,71,685,63,H,NA
E,23,640,61,662,58,N,NA
E,23,669,75,631,59,A,NA
E,23,703,61,690,55,H,NA
E,23,708,90,738,75,N,NA
E,23,729,82,653,67,H,NA
E,23,731,84,777,56,H,NA
E,23,743,58,692,52,A,NA
E,23,756,62,757,41,H,NA
E,23,790,79,814,63,H,NA
E,23,796,96,787,83,A,NA
E,23,801,86,705,61,H,NA
E,23,802,100,605,73,H,NA
E,23,817,98,699,79,H,NA
E,23,822,52,818,50,N,NA
E,23,834,72,624,70,A,NA
E,24,556,65,854,50,H,NA
E,24,636,88,604,78,N,NA
E,24,671,82,737,58,N,NA
E,24,769,73,830,71,N,NA
E,24,793,88,512,71,N,NA
E,24,824,74,632,58,H,NA
E,24,853,81,651,79,N,NA
E,25,504,94,543,72,H,NA
E,25,507,73,585,69,H,NA
E,25,508,86,547,80,N,NA
E,25,511,63,640,51,N,NA
E,25,515,71,667,54,N,NA
E,25,549,91,552,56,N,NA
E,25,551,54,809,48,H,NA
E,25,566,65,699,57,A,NA
E,25,569,73,686,51,H,NA
E,25,572,72,854,69,H,NA
E,25,587,48,715,26,N,NA
E,25,597,90,594,75,N,NA
E,25,606,82,840,65,N,NA
E,25,607,81,582,47,H,NA
E,25,613,89,847,63,H,NA
E,25,625,67,789,59,N,NA
E,25,635,88,586,68,H,NA
E,25,636,111,853,70,N,NA
E,25,641,85,614,62,N,NA
E,25,651,85,604,62,N,NA
E,25,655,87,718,80,N,NA
E,25,662,72,717,67,N,NA
E,25,671,59,769,56,N,NA
E,25,674,75,598,61,A,NA
E,25,678,68,798,59,N,NA
E,25,687,87,746,83,N,NA
E,25,695,79,784,45,H,NA
E,25,700,75,567,57,H,NA
E,25,701,71,751,61,H,NA
E,25,719,68,736,60,N,NA
E,25,721,68,753,61,H,NA
E,25,726,92,747,57,A,NA
E,25,758,79,741,70,N,NA
E,25,772,75,698,48,N,NA
E,25,790,86,648,47,H,NA
E,25,793,68,573,64,N,NA
E,25,807,69,795,46,N,NA
E,25,825,79,571,68,H,NA
E,25,826,68,675,59,N,NA
E,25,830,80,737,64,N,NA
E,25,832,56,724,44,N,NA
E,25,844,76,723,64,N,NA
E,26,503,89,624,79,H,NA
E,26,504,85,641,70,H,NA
E,26,520,64,626,55,A,NA
E,26,521,78,664,55,H,NA
E,26,522,71,519,70,A,NA
E,26,526,70,652,50,H,NA
E,26,529,91,513,84,H,NA
E,26,537,78,622,75,A,NA
E,26,539,76,727,72,H,NA
E,26,541,78,534,46,H,NA
E,26,546,80,730,74,A,NA
E,26,548,65,581,62,H,NA
E,26,549,88,758,67,N,NA
E,26,562,85,628,76,H,NA
E,26,570,58,509,57,H,NA
E,26,573,58,769,46,N,NA
E,26,574,79,605,65,H,NA
E,26,577,81,818,68,A,NA
E,26,588,68,553,56,H,NA
E,26,595,83,633,59,H,NA
E,26,596,87,616,73,A,NA
E,26,597,100,678,90,N,NA
E,26,598,77,747,58,H,NA
E,26,599,88,771,76,H,NA
E,26,602,69,560,66,H,NA
E,26,604,113,608,74,N,NA
E,26,612,72,644,62,A,NA
E,26,614,63,543,56,N,NA
E,26,615,68,785,53,H,NA
E,26,629,77,515,71,N,NA
E,26,634,66,593,58,H,NA
E,26,636,84,606,70,N,NA
E,26,643,62,575,44,H,NA
E,26,650,68,780,60,A,NA
E,26,653,66,777,53,H,NA
E,26,654,52,530,45,H,NA
E,26,655,103,852,86,N,NA
E,26,660,74,850,59,H,NA
E,26,670,93,836,78,H,NA
E,26,672,76,659,55,H,NA
E,26,673,86,682,67,H,NA
E,26,674,77,726,58,N,NA
E,26,676,91,683,50,H,NA
E,26,681,88,564,64,H,NA
E,26,687,78,826,58,N,NA
E,26,692,93,502,78,H,NA
E,26,693,94,794,77,A,NA
E,26,698,61,715,52,N,NA
E,26,701,85,508,58,H,NA
E,26,703,80,707,60,H,NA
E,26,714,68,791,60,H,NA
E,26,721,80,807,68,H,NA
E,26,722,103,711,65,H,NA
E,26,723,61,809,57,N,NA
E,26,729,85,527,57,H,NA
E,26,731,68,631,49,H,NA
E,26,732,69,742,55,H,NA
E,26,733,81,538,69,A,NA
E,26,741,73,552,69,N,NA
E,26,744,54,533,42,H,NA
E,26,746,74,675,69,N,NA
E,26,750,65,561,64,H,NA
E,26,751,78,547,68,N,NA
E,26,752,91,819,63,H,NA
E,26,756,49,713,46,A,NA
E,26,762,66,680,61,H,NA
E,26,764,69,576,65,H,NA
E,26,767,94,617,80,A,NA
E,26,772,77,587,71,N,NA
E,26,775,64,557,54,N,NA
E,26,779,81,835,55,H,NA
E,26,783,67,518,58,N,NA
E,26,788,98,812,78,H,NA
E,26,792,85,814,51,H,NA
E,26,793,81,671,74,N,NA
E,26,795,72,753,65,N,NA
E,26,796,75,824,74,A,NA
E,26,798,75,594,62,N,NA
E,26,800,93,716,79,H,NA
E,26,802,97,514,45,H,NA
E,26,803,63,851,60,H,NA
E,26,805,84,600,77,H,NA
E,26,810,105,627,73,H,NA
E,26,811,70,583,64,H,NA
E,26,815,70,712,56,H,NA
E,26,816,73,540,60,A,NA
E,26,820,95,787,80,H,NA
E,26,827,87,797,64,H,NA
E,26,830,70,512,64,N,NA
E,26,839,85,665,60,H,NA
E,26,841,70,620,65,H,NA
E,26,843,66,745,63,H,NA
E,26,844,64,551,47,A,NA
E,26,845,70,677,68,A,NA
E,26,846,93,734,69,H,NA
E,26,848,71,550,51,H,NA
E,26,853,81,840,65,N,NA
E,27,515,79,758,60,N,NA
E,27,535,82,686,55,H,NA
E,27,549,75,629,60,N,NA
E,27,587,71,826,66,N,NA
E,27,598,68,723,65,H,NA
E,27,613,78,832,61,H,NA
E,27,647,78,749,77,H,NA
E,27,655,95,597,85,N,NA
E,27,657,92,531,82,H,NA
E,27,674,57,844,53,N,NA
E,27,675,70,715,65,N,NA
E,27,678,83,852,75,N,NA
E,27,704,84,507,77,A,NA
E,27,726,53,551,35,A,NA
E,27,730,67,557,57,H,NA
E,27,741,65,667,59,N,NA
E,27,746,81,698,62,N,NA
E,27,747,71,809,70,N,NA
E,27,755,78,757,67,H,NA
E,27,766,82,523,71,H,NA
E,27,772,65,687,62,N,NA
E,27,775,75,546,66,N,NA
E,27,798,74,718,65,N,NA
E,27,817,85,603,69,H,NA
E,27,825,82,556,78,H,NA
E,27,847,82,724,76,N,NA
E,28,509,74,653,66,A,NA
E,28,527,104,611,62,H,NA
E,28,539,68,615,61,H,NA
E,28,559,89,560,44,H,NA
E,28,569,68,640,66,N,NA
E,28,582,66,620,53,H,NA
E,28,592,131,700,72,H,NA
E,28,596,80,589,68,H,NA
E,28,600,87,634,84,A,NA
E,28,607,73,841,63,H,NA
E,28,632,85,516,80,A,NA
E,28,637,86,820,75,H,NA
E,28,642,65,561,54,H,NA
E,28,645,79,635,70,H,NA
E,28,661,65,663,55,A,NA
E,28,666,97,505,66,H,NA
E,28,711,91,794,88,H,NA
E,28,720,74,828,51,H,NA
E,28,733,69,727,65,A,NA
E,28,739,49,558,38,H,NA
E,28,744,66,570,49,H,NA
E,28,761,61,593,50,H,NA
E,28,764,79,782,65,H,NA
E,28,767,86,514,62,H,NA
E,28,774,85,680,75,H,NA
E,28,786,83,555,49,H,NA
E,28,789,69,595,58,A,NA
E,28,790,102,771,90,H,NA
E,28,802,79,779,73,A,NA
E,28,815,77,585,66,H,NA
E,28,821,74,785,45,H,NA
E,28,827,70,586,55,H,NA
E,28,829,62,588,52,H,NA
E,28,831,83,814,61,A,NA
E,28,836,78,855,71,H,NA
E,29,503,75,835,62,H,NA
E,29,513,75,508,68,H,NA
E,29,534,75,658,71,H,NA
E,29,565,69,597,66,A,NA
E,29,567,82,616,66,H,NA
E,29,574,72,685,50,H,NA
E,29,577,72,623,69,A,NA
E,29,578,94,843,80,A,NA
E,29,580,72,654,60,H,NA
E,29,614,90,540,66,A,NA
E,29,622,70,631,65,H,NA
E,29,625,81,717,64,H,NA
E,29,659,87,612,82,A,NA
E,29,662,83,628,65,H,NA
E,29,668,102,523,75,H,NA
E,29,673,74,830,62,H,NA
E,29,679,81,576,69,H,NA
E,29,702,66,754,49,H,NA
E,29,713,64,822,52,H,NA
E,29,719,95,599,77,H,NA
E,29,725,74,732,62,H,NA
E,29,737,85,528,70,H,NA
E,29,755,69,643,43,H,NA
E,29,769,72,545,52,H,NA
E,29,772,61,703,51,H,NA
E,29,781,89,564,62,H,NA
E,29,788,97,716,61,H,NA
E,29,799,62,648,44,H,NA
E,29,801,85,825,44,A,NA
E,29,811,81,572,68,A,NA
E,29,819,64,677,60,H,NA
E,29,838,71,644,68,A,NA
E,29,839,67,849,48,H,NA
E,29,851,66,768,64,H,NA
E,30,511,86,536,62,H,NA
E,30,512,72,557,57,H,NA
E,30,518,65,522,56,H,NA
E,30,529,80,624,60,H,NA
E,30,530,79,834,75,A,NA
E,30,533,68,777,63,A,NA
E,30,535,77,626,55,H,NA
E,30,543,73,773,69,H,NA
E,30,546,74,568,55,H,NA
E,30,562,58,605,54,A,NA
E,30,569,83,813,60,H,NA
E,30,573,104,548,57,H,NA
E,30,575,64,785,57,A,NA
E,30,583,59,723,57,H,NA
E,30,585,85,693,73,H,NA
E,30,595,60,715,46,A,NA
E,30,604,84,791,78,H,NA
E,30,607,71,526,55,H,NA
E,30,637,69,780,68,H,NA
E,30,642,64,619,55,A,NA
E,30,665,74,571,72,A,NA
E,30,666,79,632,74,H,NA
E,30,670,80,606,77,A,NA
E,30,671,86,708,76,A,NA
E,30,674,77,506,65,A,NA
E,30,675,70,761,56,H,NA
E,30,676,63,767,60,H,NA
E,30,695,61,738,59,A,NA
E,30,722,68,846,56,H,NA
E,30,726,66,620,49,H,NA
E,30,729,85,551,75,H,NA
E,30,731,102,707,78,H,NA
E,30,741,77,531,70,A,NA
E,30,743,68,635,58,H,NA
E,30,758,50,756,42,A,NA
E,30,778,75,560,52,H,NA
E,30,790,78,669,59,H,NA
E,30,794,70,765,65,H,NA
E,30,796,100,711,70,H,NA
E,30,800,77,633,69,H,NA
E,30,802,76,820,59,H,NA
E,30,805,103,803,82,H,NA
E,30,807,69,652,59,A,NA
E,30,810,100,683,39,H,NA
E,30,815,78,553,76,A,NA
E,30,816,76,847,66,H,NA
E,30,818,94,757,73,H,NA
E,30,824,84,701,69,H,NA
E,30,833,94,814,86,H,NA
E,30,842,84,821,72,H,NA
E,31,544,59,854,45,N,NA
E,31,570,65,555,56,H,NA
E,31,579,76,672,72,A,NA
E,31,586,68,831,53,H,NA
E,31,589,97,627,81,H,NA
E,31,611,85,739,76,H,NA
E,31,636,76,730,61,H,NA
E,31,645,82,799,74,H,NA
E,31,658,90,782,72,A,NA
E,31,663,70,528,51,H,NA
E,31,687,68,519,58,A,NA
E,31,690,63,622,57,H,NA
E,31,692,67,712,57,A,NA
E,31,704,74,541,64,H,NA
E,31,714,48,844,47,H,NA
E,31,724,61,826,55,H,NA
E,31,742,52,716,49,H,NA
E,31,752,79,504,67,A,NA
E,31,762,84,792,79,A,NA
E,31,766,91,744,79,A,NA
E,31,816,68,840,59,H,NA
E,31,828,72,507,61,A,NA
E,31,848,80,600,72,A,NA
E,31,855,76,774,72,H,NA
E,32,510,68,798,65,N,NA
E,32,520,73,561,65,H,NA
E,32,544,64,611,61,A,NA
E,32,558,61,679,45,N,NA
E,32,566,74,550,61,N,NA
E,32,581,68,654,64,N,NA
E,32,585,59,540,56,A,NA
E,32,628,73,804,51,H,NA
E,32,629,106,685,64,H,NA
E,32,659,76,653,60,H,NA
E,32,660,76,836,69,H,NA
E,32,671,75,619,45,H,NA
E,32,678,71,834,49,H,NA
E,32,708,72,554,54,H,NA
E,32,719,73,617,65,N,NA
E,32,725,91,733,87,A,NA
E,32,728,71,517,56,H,NA
E,32,739,87,854,69,N,NA
E,32,751,80,681,77,N,NA
E,32,755,81,631,50,H,NA
E,32,767,93,665,55,N,NA
E,32,771,79,809,55,A,NA
E,32,779,79,647,76,N,NA
E,32,786,74,743,60,H,NA
E,32,817,76,736,66,N,NA
E,32,833,74,698,72,A,NA
E,32,845,80,800,61,N,NA
E,32,849,66,741,43,H,NA
E,33,507,75,645,59,A,NA
E,33,509,79,838,72,H,NA
E,33,511,88,793,81,A,NA
E,33,512,74,683,56,H,NA
E,33,515,98,632,60,H,NA
E,33,519,82,626,68,H,NA
E,33,520,71,845,58,H,NA
E,33,526,71,842,46,H,NA
E,33,529,91,552,86,A,NA
E,33,530,89,605,73,H,NA
E,33,531,98,700,64,H,NA
E,33,533,68,686,66,A,NA
E,33,535,73,587,45,H,NA
E,33,536,81,572,58,A,NA
E,33,538,97,565,88,H,NA
E,33,549,75,607,68,H,NA
E,33,551,69,545,51,H,NA
E,33,556,80,539,62,H,NA
E,33,557,83,726,78,H,NA
E,33,559,98,814,68,H,NA
E,33,560,68,747,53,A,NA
E,33,562,77,521,76,A,NA
E,33,564,82,652,71,H,NA
E,33,569,76,848,49,H,NA
E,33,570,64,571,51,A,NA
E,33,576,63,588,62,H,NA
E,33,577,84,573,83,H,NA
E,33,580,73,682,72,A,NA
E,33,592,96,593,44,H,NA
E,33,596,94,648,69,H,NA
E,33,597,74,713,68,H,NA
E,33,599,72,764,63,H,NA
E,33,602,72,553,66,A,NA
E,33,613,77,734,59,H,NA
E,33,615,78,522,68,A,NA
E,33,617,84,804,80,N,NA
E,33,622,69,777,65,H,NA
E,33,624,72,537,63,H,NA
E,33,625,83,640,75,H,NA
E,33,628,86,719,66,H,NA
E,33,629,84,751,69,H,NA
E,33,631,69,550,59,N,NA
E,33,633,73,752,71,H,NA
E,33,634,57,784,52,A,NA
E,33,635,60,583,57,H,NA
E,33,637,62,703,47,H,NA
E,33,639,72,855,53,N,NA
E,33,641,62,715,44,A,NA
E,33,651,79,650,67,H,NA
E,33,654,77,619,53,N,NA
E,33,657,76,750,70,A,NA
E,33,660,57,510,51,H,NA
E,33,661,90,740,77,H,NA
E,33,662,69,623,67,H,NA
E,33,663,74,527,67,A,NA
E,33,666,82,668,72,H,NA
E,33,667,92,590,73,A,NA
E,33,670,72,547,61,H,NA
E,33,671,74,581,57,H,NA
E,33,673,57,826,44,H,NA
E,33,675,81,835,69,H,NA
E,33,677,86,513,60,H,NA
E,33,681,92,685,58,N,NA
E,33,687,77,574,68,H,NA
E,33,692,85,612,83,A,NA
E,33,695,64,737,60,H,NA
E,33,698,63,679,47,H,NA
E,33,702,68,824,43,H,NA
E,33,708,102,817,78,H,NA
E,33,714,61,851,35,A,NA
E,33,718,78,774,65,H,NA
E,33,720,87,578,55,H,NA
E,33,721,81,674,73,H,NA
E,33,722,87,820,66,H,NA
E,33,727,74,791,70,N,NA
E,33,729,59,728,56,A,NA
E,33,730,74,846,69,A,NA
E,33,732,47,756,39,H,NA
E,33,736,62,554,44,N,NA
E,33,738,75,503,66,H,NA
E,33,743,73,647,62,N,NA
E,33,746,65,813,48,H,NA
E,33,753,73,754,45,H,NA
E,33,755,70,566,35,H,NA
E,33,758,78,749,77,A,NA
E,33,765,77,742,71,H,NA
E,33,766,99,782,91,H,NA
E,33,767,70,678,60,A,NA
E,33,769,75,598,68,H,NA
E,33,772,62,768,47,A,NA
E,33,775,80,818,67,H,NA
E,33,778,85,830,63,H,NA
E,33,780,76,795,52,H,NA
E,33,786,82,779,60,H,NA
E,33,787,71,582,62,A,NA
E,33,788,90,516,82,A,NA
E,33,790,76,731,50,A,NA
E,33,792,107,579,97,H,NA
E,33,796,67,811,54,H,NA
E,33,798,71,836,59,N,NA
E,33,800,74,561,71,N,NA
E,33,801,73,543,57,H,NA
E,33,802,88,805,73,H,NA
E,33,807,67,781,59,H,NA
E,33,827,87,717,85,A,NA
E,33,828,71,644,59,H,NA
E,33,831,60,546,52,H,NA
E,33,833,83,558,81,N,NA
E,33,834,72,665,70,N,NA
E,33,839,77,789,72,H,NA
E,33,840,78,723,70,A,NA
E,33,841,80,773,77,H,NA
E,33,843,93,664,84,H,NA
E,33,844,67,669,58,H,NA
E,33,847,67,610,65,H,NA
E,33,852,83,699,64,H,NA
E,33,853,80,586,55,H,NA
E,34,518,55,595,54,H,NA
E,34,541,89,589,86,H,NA
E,34,599,74,662,69,N,NA
E,34,613,72,727,42,H,NA
E,34,620,70,680,68,N,NA
E,34,623,72,764,61,N,NA
E,34,627,85,659,65,H,NA
E,34,636,97,672,77,A,NA
E,34,653,71,744,57,H,NA
E,34,658,85,704,83,H,NA
E,34,734,81,791,76,N,NA
E,34,794,75,825,59,H,NA
E,35,516,79,632,68,A,NA
E,35,560,76,693,73,A,NA
E,35,562,91,608,52,H,NA
E,35,565,72,724,59,H,NA
E,35,573,69,679,62,H,NA
E,35,586,88,522,80,A,NA
E,35,603,78,619,37,H,NA
E,35,604,86,598,82,A,NA
E,35,648,62,555,58,A,NA
E,35,657,81,800,80,H,NA
E,35,663,52,829,51,H,NA
E,35,681,99,787,88,H,NA
E,35,692,72,572,57,H,NA
E,35,712,78,700,66,H,NA
E,35,752,71,540,39,H,NA
E,35,784,77,667,74,A,NA
E,35,788,100,820,80,H,NA
E,35,792,111,600,79,H,NA
E,35,799,59,642,57,A,NA
E,35,811,74,711,59,A,NA
E,35,815,80,707,74,H,NA
E,35,824,97,803,56,H,NA
E,35,831,65,832,46,A,NA
E,35,854,48,517,42,H,NA
E,36,503,79,552,72,A,NA
E,36,527,50,616,43,N,NA
E,36,528,58,612,57,H,NA
E,36,529,69,718,57,A,NA
E,36,536,78,512,67,H,NA
E,36,539,67,756,52,H,NA
E,36,546,75,668,65,A,NA
E,36,548,69,622,61,H,NA
E,36,559,78,511,69,N,NA
E,36,569,63,660,60,A,NA
E,36,578,77,541,67,H,NA
E,36,579,69,535,60,H,NA
E,36,617,84,742,71,H,NA
E,36,625,73,676,68,A,NA
E,36,626,53,834,51,H,NA
E,36,628,67,714,59,A,NA
E,36,634,81,605,79,H,NA
E,36,640,86,814,41,H,NA
E,36,641,83,728,76,H,NA
E,36,645,64,743,61,A,NA
E,36,659,72,509,63,H,NA
E,36,662,76,848,65,H,NA
E,36,671,66,636,54,N,NA
E,36,674,75,825,62,H,NA
E,36,675,88,747,58,H,NA
E,36,682,74,851,72,H,NA
E,36,685,82,514,62,H,NA
E,36,708,91,534,67,A,NA
E,36,721,66,515,52,A,NA
E,36,730,96,564,63,H,NA
E,36,736,50,533,48,A,NA
E,36,737,62,741,49,A,NA
E,36,738,86,624,75,A,NA
E,36,751,81,521,64,A,NA
E,36,786,86,507,46,H,NA
E,36,802,69,678,60,H,NA
E,36,805,91,768,86,H,NA
E,36,812,77,772,63,H,NA
E,36,821,77,822,42,H,NA
E,36,827,74,615,46,H,NA
E,36,835,92,687,70,H,NA
