season,daynum,wteam,wscore,lteam,lscore,wloc,numot
Q,11,827,78,725,64,H,0
Q,11,829,106,679,70,H,0
Q,11,832,103,550,100,N,0
Q,11,839,75,653,63,H,0
Q,11,843,78,724,71,H,0
Q,11,853,74,683,63,H,0
Q,11,854,73,544,69,N,0
Q,12,502,75,832,65,H,0
Q,12,532,70,806,63,N,0
Q,12,538,79,756,52,H,0
Q,12,550,83,517,72,N,0
Q,12,555,78,524,74,A,0
Q,12,569,87,834,58,H,0
Q,12,577,96,735,55,H,0
Q,12,580,71,848,59,A,0
Q,12,587,80,535,77,H,1
Q,12,603,83,759,54,H,0
Q,12,610,73,847,58,H,0
Q,12,617,88,608,42,H,0
Q,12,629,86,644,77,H,0
Q,12,630,83,697,72,H,0
Q,12,647,69,620,61,H,0
Q,12,655,96,705,74,H,0
Q,12,658,62,706,48,H,0
Q,12,675,80,768,65,H,0
Q,12,689,78,811,58,N,0
Q,12,702,89,688,75,A,0
Q,12,714,63,723,46,A,0
Q,12,717,80,685,67,H,0
Q,12,726,86,563,62,H,0
Q,12,729,70,611,55,H,0
Q,12,732,70,590,65,N,0
Q,12,737,72,588,61,H,0
Q,12,748,82,836,76,H,0
Q,12,754,70,774,37,H,0
Q,12,755,69,713,50,H,0
Q,12,764,75,776,71,H,1
Q,12,771,61,828,59,H,0
Q,12,786,78,596,53,H,0
Q,12,831,64,586,53,H,0
Q,12,838,73,736,57,A,0
Q,12,840,91,605,74,H,0
Q,12,849,85,638,31,H,0
Q,12,855,76,752,69,A,0
Q,13,511,73,520,63,H,0
Q,13,513,72,716,66,H,0
Q,13,521,92,632,59,H,0
Q,13,530,68,677,58,H,0
Q,13,539,81,599,54,H,0
Q,13,549,65,506,40,H,0
Q,13,552,71,827,58,A,0
Q,13,562,95,548,61,H,0
Q,13,566,75,542,54,H,0
Q,13,578,84,844,66,H,0
Q,13,601,74,646,71,A,0
Q,13,604,63,529,54,H,0
Q,13,625,78,547,53,H,0
Q,13,635,82,541,73,H,0
Q,13,651,68,643,48,H,0
Q,13,661,58,634,44,H,0
Q,13,662,71,816,62,H,0
Q,13,672,58,652,51,A,0
Q,13,689,70,713,58,N,0
Q,13,695,91,682,61,H,0
Q,13,708,91,814,75,A,0
Q,13,715,60,803,36,H,0
Q,13,719,74,797,65,H,0
Q,13,731,86,744,78,H,0
Q,13,732,66,605,61,N,0
Q,13,754,89,806,74,H,0
Q,13,755,71,811,70,H,0
Q,13,774,95,532,78,N,0
Q,13,778,82,813,59,H,0
Q,13,793,82,528,46,H,0
Q,13,794,83,773,58,H,0
Q,13,802,67,761,52,H,0
Q,13,824,52,808,41,H,0
Q,13,830,75,747,38,H,0
Q,13,840,77,590,71,H,0
Q,13,846,85,545,57,H,0
Q,14,504,74,718,57,H,0
Q,14,507,77,531,68,N,0
Q,14,518,68,638,55,H,0
Q,14,527,67,700,64,H,0
Q,14,540,76,583,74,H,0
Q,14,557,75,767,56,N,0
Q,14,559,78,838,66,H,0
Q,14,561,76,524,61,H,0
Q,14,568,74,743,61,H,0
Q,14,572,65,787,58,A,0
Q,14,573,80,685,70,H,0
Q,14,590,84,605,77,N,0
Q,14,594,79,602,76,N,1
Q,14,595,73,809,50,H,0
Q,14,598,62,558,58,A,0
Q,14,603,86,815,45,H,0
Q,14,606,70,571,52,H,0
Q,14,607,89,841,81,H,0
Q,14,613,86,565,67,H,0
Q,14,617,84,823,71,H,0
Q,14,618,76,523,74,H,1
Q,14,623,66,584,46,H,0
Q,14,626,71,812,59,A,0
Q,14,628,95,693,79,H,0
Q,14,637,74,654,61,H,0
Q,14,642,84,777,81,A,0
Q,14,644,72,588,61,A,0
Q,14,645,75,847,72,A,0
Q,14,653,78,560,68,H,0
Q,14,660,99,707,68,H,0
Q,14,663,83,712,67,H,0
Q,14,665,64,509,62,H,1
Q,14,670,64,799,47,H,0
Q,14,673,71,748,55,H,0
Q,14,674,69,608,39,H,0
Q,14,676,81,667,63,H,0
Q,14,687,80,683,69,A,0
Q,14,698,64,818,61,A,2
Q,14,704,102,544,93,H,1
Q,14,709,63,621,47,H,0
Q,14,710,62,759,57,H,0
Q,14,717,59,574,53,H,0
Q,14,723,77,648,69,H,0
Q,14,729,62,740,46,H,0
Q,14,735,78,580,50,H,0
Q,14,737,80,589,72,A,0
Q,14,738,67,614,65,H,0
Q,14,753,66,765,61,H,0
Q,14,756,51,807,50,H,0
Q,14,771,81,659,67,H,0
Q,14,783,75,597,59,H,0
Q,14,784,78,593,60,A,0
Q,14,786,92,658,56,H,0
Q,14,789,73,728,67,A,1
Q,14,817,71,699,67,H,0
Q,14,831,91,679,46,H,0
Q,14,835,52,791,49,H,0
Q,14,840,93,732,63,H,0
Q,14,845,59,690,57,A,0
Q,15,513,75,631,70,H,0
Q,15,521,77,754,67,H,0
Q,15,535,57,547,46,H,0
Q,15,539,72,519,55,H,0
Q,15,541,87,649,83,A,0
Q,15,546,77,537,75,A,2
Q,15,549,73,634,59,H,0
Q,15,553,71,655,63,H,0
Q,15,554,72,682,57,H,0
Q,15,575,74,629,65,H,0
Q,15,576,80,744,62,A,0
Q,15,577,74,671,69,N,0
Q,15,582,70,770,61,H,0
Q,15,585,58,769,53,H,0
Q,15,586,81,510,68,H,0
Q,15,597,54,767,52,N,0
Q,15,602,71,679,39,N,0
Q,15,612,73,616,64,A,0
Q,15,639,70,843,60,A,0
Q,15,640,75,636,65,N,0
Q,15,658,54,531,52,N,0
Q,15,666,97,522,81,H,0
Q,15,668,72,746,57,H,0
Q,15,669,72,569,67,H,1
Q,15,672,86,810,66,A,0
Q,15,678,77,516,46,A,0
Q,15,719,85,643,78,H,1
Q,15,720,81,592,74,H,0
Q,15,722,73,514,46,H,0
Q,15,730,66,512,60,A,0
Q,15,733,66,763,65,H,0
Q,15,739,68,854,62,H,0
Q,15,745,69,782,52,A,0
Q,15,750,74,785,63,H,0
Q,15,757,89,758,56,H,0
Q,15,780,61,749,42,A,0
Q,15,781,57,714,41,H,0
Q,15,783,64,557,52,H,0
Q,15,786,98,507,74,H,0
Q,15,793,100,741,90,H,0
Q,15,801,96,705,50,H,0
Q,15,804,66,581,49,H,0
Q,15,820,78,724,77,N,0
Q,15,827,80,533,68,H,0
Q,15,829,76,641,69,H,1
Q,15,830,69,848,48,H,0
Q,15,831,78,594,63,H,0
Q,15,842,73,822,63,H,0
Q,15,852,75,688,56,H,0
Q,15,853,86,630,63,H,0
Q,16,509,62,590,56,H,0
Q,16,515,91,718,68,H,0
Q,16,526,80,821,59,H,0
Q,16,530,66,762,65,H,0
Q,16,534,68,561,59,H,0
Q,16,551,73,550,50,A,0
Q,16,562,70,805,60,A,0
Q,16,563,60,538,58,A,0
Q,16,579,65,654,61,H,0
Q,16,595,79,784,66,H,0
Q,16,604,72,748,61,H,0
Q,16,625,94,587,73,A,0
Q,16,642,79,776,73,H,0
Q,16,647,86,731,76,A,0
Q,16,677,77,697,74,H,0
Q,16,686,63,611,50,A,0
Q,16,689,65,844,61,H,0
Q,16,695,60,736,58,H,0
Q,16,702,62,701,53,A,0
Q,16,717,74,751,41,H,0
Q,16,722,90,820,85,H,1
Q,16,723,53,619,43,H,0
Q,16,724,80,514,44,N,0
Q,16,726,82,615,72,H,0
Q,16,729,77,648,68,H,0
Q,16,755,83,756,81,H,1
Q,16,759,73,633,70,H,1
Q,16,766,65,692,56,H,0
Q,16,790,85,812,62,H,0
Q,16,796,69,711,64,H,0
Q,16,823,64,608,34,H,0
Q,16,828,65,567,53,A,0
Q,16,838,87,694,83,H,0
Q,16,839,81,600,72,H,0
Q,16,849,68,555,41,H,0
Q,16,851,56,632,39,H,0
Q,17,504,62,662,42,N,0
Q,17,511,81,778,72,A,0
Q,17,516,63,797,45,H,0
Q,17,540,94,693,66,H,0
Q,17,559,80,657,60,H,0
Q,17,572,59,772,52,H,0
Q,17,591,68,734,59,H,0
Q,17,592,91,710,55,H,0
Q,17,623,79,646,64,H,0
Q,17,624,68,584,38,H,0
Q,17,628,88,690,55,H,0
Q,17,653,73,813,63,A,0
Q,17,663,79,706,58,H,0
Q,17,667,66,598,46,A,0
Q,17,670,59,834,55,H,0
Q,17,673,67,589,57,H,0
Q,17,675,69,794,60,N,0
Q,17,676,83,704,52,H,0
Q,17,680,57,620,52,H,0
Q,17,699,78,727,54,H,0
Q,17,715,88,655,82,N,0
Q,17,716,67,506,60,A,0
Q,17,725,73,582,65,H,0
Q,17,728,78,744,72,A,1
Q,17,738,91,627,90,N,0
Q,17,742,80,773,65,H,0
Q,17,743,72,610,51,H,0
Q,17,746,91,750,75,H,0
Q,17,754,56,818,54,H,0
Q,17,764,69,825,54,N,0
Q,17,779,66,606,53,N,0
Q,17,789,69,836,55,N,0
Q,17,802,65,835,49,N,0
Q,17,817,95,541,70,H,0
Q,17,833,80,735,73,A,0
Q,17,841,79,566,68,H,0
Q,17,843,97,508,62,H,0
Q,17,846,67,556,58,N,0
Q,18,504,70,846,60,N,0
Q,18,536,92,649,60,H,0
Q,18,552,67,775,64,H,0
Q,18,564,73,705,63,N,0
Q,18,577,82,568,69,H,0
Q,18,580,73,645,65,A,0
Q,18,581,62,513,51,H,0
Q,18,588,73,782,62,H,0
Q,18,596,64,524,49,H,0
Q,18,605,69,664,50,H,0
Q,18,606,73,825,60,N,0
Q,18,616,86,527,64,N,0
Q,18,617,87,515,78,N,0
Q,18,626,57,520,50,H,0
Q,18,627,94,836,88,N,0
Q,18,633,70,752,57,H,0
Q,18,638,65,547,59,A,0
Q,18,644,82,847,57,N,0
Q,18,655,76,835,57,N,0
Q,18,660,95,848,73,N,0
Q,18,662,78,556,71,N,0
Q,18,671,76,804,41,H,0
Q,18,674,63,575,59,N,0
Q,18,675,67,511,57,N,0
Q,18,701,76,512,71,A,0
Q,18,707,61,576,56,N,0
Q,18,715,69,802,65,N,0
Q,18,717,93,571,69,H,0
Q,18,720,85,632,41,H,0
Q,18,721,92,560,65,H,0
Q,18,738,85,789,77,N,0
Q,18,760,70,803,66,A,0
Q,18,764,78,779,70,N,0
Q,18,783,70,806,49,A,0
Q,18,788,57,830,55,N,0
Q,18,794,58,778,57,A,0
Q,18,795,94,798,91,N,0
Q,18,801,73,665,52,H,0
Q,18,809,84,614,72,H,0
Q,18,811,73,618,64,H,0
Q,18,826,62,503,59,H,0
Q,18,829,79,570,69,H,0
Q,18,845,62,631,49,H,0
Q,18,853,66,669,60,H,0
Q,18,855,53,808,49,H,1
Q,19,509,66,558,58,A,0
Q,19,510,68,792,63,A,0
Q,19,522,87,799,41,N,0
Q,19,526,103,565,61,H,0
Q,19,530,78,709,69,H,0
Q,19,531,59,611,52,H,0
Q,19,533,73,777,42,H,0
Q,19,538,42,818,36,A,0
Q,19,544,67,517,51,H,0
Q,19,554,72,551,69,A,0
Q,19,563,79,730,70,H,0
Q,19,564,69,811,63,A,0
Q,19,567,66,532,62,H,0
Q,19,569,74,816,49,H,0
Q,19,575,66,848,62,N,0
Q,19,578,81,503,76,N,0
Q,19,580,63,847,44,N,0
Q,19,586,81,800,71,H,0
Q,19,590,80,602,75,H,1
Q,19,607,73,613,54,N,0
Q,19,612,77,652,67,A,0
Q,19,615,63,776,59,H,0
Q,19,624,78,646,70,H,0
Q,19,625,94,759,65,H,0
Q,19,634,78,506,65,H,0
Q,19,639,77,508,58,H,0
Q,19,640,85,729,47,N,0
Q,19,641,92,635,83,H,0
Q,19,643,72,546,54,H,0
Q,19,644,90,645,80,A,0
Q,19,648,81,740,59,N,0
Q,19,651,69,535,53,A,0
Q,19,661,83,716,61,H,0
Q,19,668,75,710,62,H,0
Q,19,672,82,815,60,H,0
Q,19,681,70,821,64,A,0
Q,19,693,87,548,70,H,0
Q,19,702,89,824,73,H,0
Q,19,705,80,618,70,N,0
Q,19,712,64,749,57,H,0
Q,19,718,75,608,45,A,0
Q,19,723,68,771,66,N,1
Q,19,724,71,519,59,H,0
Q,19,726,100,793,95,N,1
Q,19,728,66,745,60,H,0
Q,19,735,56,549,54,A,0
Q,19,736,61,534,53,H,0
Q,19,737,87,593,65,H,0
Q,19,739,78,692,54,H,0
Q,19,743,83,750,58,H,0
Q,19,747,73,601,68,H,0
Q,19,754,77,647,73,H,1
Q,19,755,69,763,63,A,0
Q,19,758,84,756,58,H,0
Q,19,761,63,812,60,H,0
Q,19,766,65,686,53,A,0
Q,19,767,65,591,64,H,0
Q,19,772,79,557,58,A,0
Q,19,786,92,555,47,H,0
Q,19,798,75,760,70,N,0
Q,19,803,79,795,77,H,0
Q,19,819,68,650,61,H,0
Q,19,822,65,774,62,H,0
Q,19,823,58,677,54,H,0
Q,19,827,86,695,79,N,0
Q,19,828,84,659,75,N,0
Q,19,830,49,576,35,N,0
Q,19,832,84,813,79,H,0
Q,19,838,76,642,70,A,0
Q,19,842,80,807,72,A,0
Q,19,844,52,852,44,H,0
Q,19,849,69,850,33,H,0
Q,20,504,65,738,56,N,0
Q,20,522,87,672,84,A,2
Q,20,556,81,836,76,N,0
Q,20,559,87,560,70,H,0
Q,20,561,71,528,66,H,0
Q,20,562,82,628,59,N,0
Q,20,579,67,690,55,A,0
Q,20,581,66,631,64,A,0
Q,20,589,73,616,52,H,0
Q,20,595,80,768,39,H,0
Q,20,598,63,654,51,H,0
Q,20,618,88,564,83,N,0
Q,20,627,89,662,63,N,0
Q,20,629,92,833,60,H,0
Q,20,640,62,723,52,N,0
Q,20,644,76,580,51,N,0
Q,20,648,80,828,75,N,0
Q,20,653,66,700,60,A,0
Q,20,655,59,606,50,N,0
Q,20,659,60,740,47,N,0
Q,20,660,96,674,66,N,0
Q,20,671,69,513,47,H,0
Q,20,680,73,753,60,A,0
Q,20,687,62,805,55,A,0
Q,20,698,83,741,63,H,0
Q,20,699,60,734,47,H,0
Q,20,707,66,788,53,N,0
Q,20,708,101,685,75,H,0
Q,20,714,78,688,69,H,0
Q,20,715,80,764,73,N,0
Q,20,719,69,516,54,H,0
Q,20,725,86,762,61,H,0
Q,20,729,53,771,49,N,0
Q,20,742,81,665,49,H,0
Q,20,746,66,610,52,H,0
Q,20,760,82,795,74,N,0
Q,20,770,83,697,81,H,0
Q,20,779,79,802,75,N,0
Q,20,780,77,840,64,H,0
Q,20,782,66,524,43,H,0
Q,20,789,78,846,74,N,1
Q,20,791,64,769,63,A,0
Q,20,796,66,765,54,H,0
Q,20,798,64,803,54,A,0
Q,20,811,84,705,57,H,0
Q,20,815,72,799,60,N,0
Q,20,817,92,683,55,H,0
Q,20,825,69,835,64,N,0
Q,20,826,84,578,68,H,0
Q,20,839,93,694,79,H,0
Q,20,841,83,732,73,A,0
Q,20,845,73,804,38,H,0
Q,20,847,65,645,64,A,0
Q,21,507,85,679,49,N,0
Q,21,514,58,594,56,N,0
Q,21,529,82,519,72,H,0
Q,21,535,57,759,42,H,0
Q,21,537,67,730,57,A,0
Q,21,539,70,604,46,N,0
Q,21,540,75,548,69,A,0
Q,21,545,73,784,64,H,0
Q,21,549,71,716,43,H,0
Q,21,557,85,820,75,H,0
Q,21,568,68,735,54,H,0
Q,21,576,68,848,45,N,0
Q,21,577,77,790,67,N,0
Q,21,592,78,851,65,N,0
Q,21,599,86,574,73,N,0
Q,21,602,74,531,48,H,0
Q,21,625,73,601,49,H,0
Q,21,626,57,844,56,H,0
Q,21,633,65,523,55,A,0
Q,21,636,67,603,63,N,0
Q,21,658,85,597,83,N,0
Q,21,660,59,707,57,N,0
Q,21,663,82,527,46,A,0
Q,21,667,60,751,38,H,0
Q,21,670,73,666,61,N,0
Q,21,673,85,686,56,H,0
Q,21,674,80,788,69,N,0
Q,21,675,78,812,63,H,0
Q,21,676,87,717,58,N,0
Q,21,695,77,793,74,N,0
Q,21,720,85,710,50,H,0
Q,21,724,62,767,56,H,0
Q,21,744,74,619,72,H,0
Q,21,748,79,704,71,N,0
Q,21,775,64,766,58,A,0
Q,21,827,64,726,62,N,0
Q,21,830,60,575,52,N,0
Q,22,509,74,739,73,H,0
Q,22,515,67,823,59,H,0
Q,22,517,69,532,65,H,0
Q,22,521,70,747,50,H,0
Q,22,529,67,574,61,H,0
Q,22,531,79,679,71,N,0
Q,22,533,74,659,68,A,0
Q,22,534,94,541,59,H,0
Q,22,536,90,734,51,H,0
Q,22,544,77,813,69,H,0
Q,22,552,57,639,53,A,0
Q,22,553,60,551,59,A,0
Q,22,557,91,658,86,H,1
Q,22,566,69,806,61,A,0
Q,22,570,72,561,64,H,0
Q,22,577,82,670,75,N,0
Q,22,582,89,613,72,A,0
Q,22,583,67,510,47,N,0
Q,22,585,56,736,55,A,0
Q,22,586,70,546,69,A,0
Q,22,590,62,615,60,A,0
Q,22,599,54,519,52,N,0
Q,22,602,66,507,46,H,0
Q,22,604,61,717,57,N,0
Q,22,605,55,752,47,A,0
Q,22,623,70,743,61,N,0
Q,22,624,76,746,70,N,0
Q,22,629,90,688,82,H,0
Q,22,636,72,810,56,N,0
Q,22,637,92,665,50,H,0
Q,22,642,85,588,74,H,0
Q,22,643,80,797,69,A,0
Q,22,646,90,584,87,N,0
Q,22,647,72,526,62,H,0
Q,22,651,54,516,27,H,0
Q,22,661,69,816,64,A,0
Q,22,666,99,790,97,N,2
Q,22,667,74,704,55,H,0
Q,22,668,60,591,50,H,0
Q,22,676,92,539,53,N,0
Q,22,689,98,697,65,H,0
Q,22,699,80,649,78,H,0
Q,22,708,102,791,69,H,0
Q,22,714,59,833,39,H,0
Q,22,718,76,617,74,A,0
Q,22,724,73,594,65,H,0
Q,22,731,73,641,69,H,0
Q,22,737,59,773,53,H,0
Q,22,742,75,593,59,H,0
Q,22,745,82,635,77,A,0
Q,22,748,77,751,60,N,0
Q,22,750,78,610,71,N,0
Q,22,757,83,732,69,H,0
Q,22,763,85,681,73,A,0
Q,22,764,73,854,62,H,0
Q,22,767,64,514,55,N,0
Q,22,769,61,685,57,H,0
Q,22,778,63,776,48,H,0
Q,22,785,67,558,53,H,0
Q,22,787,58,822,55,H,1
Q,22,792,62,614,57,A,1
Q,22,801,57,692,55,A,0
Q,22,802,57,632,51,A,0
Q,22,805,71,800,59,H,0
Q,22,817,75,538,52,H,0
Q,22,818,65,683,62,H,0
Q,22,819,97,711,64,H,0
Q,22,820,83,597,79,N,0
Q,22,838,71,728,65,A,0
Q,22,843,83,682,48,N,0
Q,22,849,77,677,31,H,0
Q,22,850,70,530,66,A,0
Q,22,852,67,770,56,H,0
Q,23,504,82,505,45,H,0
Q,23,520,69,631,62,H,0
Q,23,521,75,819,65,H,0
Q,23,535,68,601,66,H,0
Q,23,540,77,628,61,A,0
Q,23,555,74,777,66,H,0
Q,23,556,76,502,73,A,1
Q,23,572,70,781,58,H,0
Q,23,574,94,519,93,N,1
Q,23,577,68,636,61,N,0
Q,23,599,77,529,56,A,0
Q,23,603,91,666,88,N,1
Q,23,606,72,766,44,H,0
Q,23,610,68,584,64,N,0
Q,23,616,80,611,66,H,0
Q,23,622,79,587,75,H,0
Q,23,623,63,624,59,N,0
Q,23,627,104,779,99,H,2
Q,23,640,88,740,40,H,0
Q,23,646,79,750,77,N,0
Q,23,652,79,621,76,A,1
Q,23,670,79,810,63,N,0
Q,23,671,68,845,55,H,0
Q,23,704,59,751,52,N,0
Q,23,709,88,680,81,H,1
Q,23,710,69,851,52,H,0
Q,23,720,107,832,74,H,0
Q,23,725,83,698,76,A,0
Q,23,729,82,855,71,H,0
Q,23,738,80,836,37,H,0
Q,23,743,58,746,53,N,0
Q,23,748,74,667,61,A,0
Q,23,754,61,511,57,A,0
Q,23,755,71,567,69,N,0
Q,23,768,79,655,75,A,1
Q,23,771,66,600,46,H,0
Q,23,783,82,722,67,N,0
Q,23,786,69,831,58,N,0
Q,23,825,68,835,45,A,0
Q,23,828,65,723,63,A,1
Q,24,559,73,814,63,N,0
Q,24,569,80,839,76,N,0
Q,24,589,55,512,44,N,0
Q,24,595,73,663,53,N,0
Q,24,612,75,821,47,N,0
Q,24,626,60,796,49,N,0
Q,24,673,86,573,85,N,0
Q,24,702,78,537,49,N,0
Q,24,721,74,841,59,N,0
Q,24,758,79,701,76,N,1
Q,24,772,78,807,67,N,0
Q,24,780,62,527,51,N,0
Q,24,809,74,554,63,N,0
Q,24,829,71,808,46,N,0
Q,25,507,69,692,62,H,0
Q,25,512,84,839,56,N,0
Q,25,518,78,705,57,H,0
Q,25,527,66,808,62,N,1
Q,25,533,62,736,56,H,0
Q,25,536,76,699,55,N,0
Q,25,537,82,807,72,N,0
Q,25,538,62,683,61,N,0
Q,25,547,65,759,63,H,0
Q,25,551,59,598,49,H,0
Q,25,552,63,528,62,N,0
Q,25,554,68,814,66,N,0
Q,25,562,104,540,81,H,0
Q,25,569,56,589,49,N,0
Q,25,573,76,796,70,N,0
Q,25,592,107,633,62,H,0
Q,25,612,46,595,41,N,0
Q,25,613,75,727,70,H,0
Q,25,629,64,737,54,N,0
Q,25,635,86,744,69,N,0
Q,25,643,85,792,65,A,0
Q,25,649,70,734,67,N,0
Q,25,650,73,665,54,N,0
Q,25,651,59,719,54,H,0
Q,25,661,73,549,69,A,1
Q,25,662,73,591,67,H,0
Q,25,663,89,821,75,N,0
Q,25,673,76,626,69,N,0
Q,25,674,64,668,61,H,1
Q,25,675,76,797,50,H,0
Q,25,677,64,850,58,N,1
Q,25,685,90,791,89,N,2
Q,25,687,70,755,67,N,0
Q,25,688,74,833,57,N,0
Q,25,695,82,585,67,H,0
Q,25,701,72,841,62,N,0
Q,25,708,87,769,62,N,0
Q,25,710,69,632,60,H,0
Q,25,714,64,742,60,N,0
Q,25,715,63,785,58,H,0
Q,25,716,66,634,61,H,1
Q,25,718,89,823,83,H,0
Q,25,720,80,826,47,H,0
Q,25,721,85,758,73,N,0
Q,25,731,78,728,58,A,0
Q,25,741,85,615,73,H,0
Q,25,745,51,641,44,A,0
Q,25,749,73,548,57,H,0
Q,25,760,78,803,63,H,0
Q,25,772,80,702,72,N,0
Q,25,773,64,593,61,N,0
Q,25,780,80,829,68,N,0
Q,25,786,69,783,63,N,0
Q,25,801,83,508,41,H,0
Q,25,809,68,559,63,N,0
Q,25,817,66,818,55,H,0
Q,25,827,95,679,73,H,0
Q,25,830,68,844,42,H,0
Q,25,831,59,722,57,N,0
Q,25,840,88,618,65,H,0
Q,25,846,68,805,46,H,0
Q,25,849,66,530,43,N,0
Q,25,852,65,733,51,H,0
Q,25,853,70,604,56,H,0
Q,26,503,81,574,63,H,0
Q,26,515,86,608,44,H,0
Q,26,526,71,690,57,H,0
Q,26,528,70,741,64,A,0
Q,26,537,65,567,48,N,0
Q,26,538,72,685,55,N,0
Q,26,539,80,572,59,H,0
Q,26,542,107,579,96,H,2
Q,26,544,92,611,58,H,0
Q,26,546,70,851,66,A,0
Q,26,554,85,663,61,N,0
Q,26,558,59,658,41,A,0
Q,26,559,78,595,76,N,1
Q,26,563,73,564,66,A,0
Q,26,568,70,816,67,A,0
Q,26,570,81,642,78,H,0
Q,26,575,73,565,49,H,0
Q,26,578,84,811,65,H,0
Q,26,594,64,553,62,H,0
Q,26,605,72,645,50,H,0
Q,26,607,78,836,58,H,0
Q,26,612,59,809,49,N,0
Q,26,614,80,550,72,H,1
Q,26,615,63,552,53,N,0
Q,26,619,67,847,58,H,0
Q,26,620,76,681,67,H,0
Q,26,628,82,630,72,H,0
Q,26,629,90,742,63,N,0
Q,26,631,74,804,55,H,0
Q,26,635,60,728,58,A,0
Q,26,640,87,732,63,H,0
Q,26,641,82,744,70,H,0
Q,26,652,81,713,61,H,0
Q,26,654,64,596,50,H,0
Q,26,659,81,555,73,H,0
Q,26,664,68,566,63,A,0
Q,26,672,90,519,70,A,0
Q,26,677,93,649,53,N,0
Q,26,678,69,802,64,H,1
Q,26,680,73,647,71,H,0
Q,26,682,68,736,56,N,0
Q,26,687,90,772,81,N,2
Q,26,688,77,773,57,N,0
Q,26,689,78,597,65,H,0
Q,26,698,76,748,64,H,0
Q,26,699,64,530,59,N,0
Q,26,702,81,755,71,N,0
Q,26,712,78,778,64,A,0
Q,26,714,79,737,62,N,0
Q,26,726,66,799,46,A,0
Q,26,730,70,820,64,A,1
Q,26,733,66,650,48,N,0
Q,26,738,78,560,57,H,0
Q,26,747,104,638,98,A,2
Q,26,752,71,819,69,A,0
Q,26,753,66,508,65,N,0
Q,26,754,76,757,75,A,1
Q,26,759,72,601,66,N,0
Q,26,762,64,669,57,H,0
Q,26,764,63,782,54,H,0
Q,26,765,53,824,35,A,0
Q,26,771,68,590,55,H,0
Q,26,776,79,706,60,A,0
Q,26,779,65,729,47,H,0
Q,26,788,81,617,80,A,0
Q,26,791,69,683,64,N,0
